,city,crime,ind_string,value,latitude,longitude
0,Porto Santo,Crimes previstos em legislação avulsa,19,19,33.06044006,-16.33327866
1,Porto Santo,Condução sem habilitação legal,…,0,33.06044006,-16.33327866
2,Porto Santo,Crimes contra a integridade física,52,52,33.06044006,-16.33327866
3,Porto Santo,Crimes contra as pessoas,79,79,33.06044006,-16.33327866
4,Porto Santo,Crimes contra animais de companhia,4,4,33.06044006,-16.33327866
5,Porto Santo,Crimes de homicídio voluntário consumado,x,0,33.06044006,-16.33327866
6,Porto Santo,Violência doméstica contra cônjuge ou análogos,21,21,33.06044006,-16.33327866
7,Porto Santo,Ofensa à integridade física voluntária simples,19,19,33.06044006,-16.33327866
8,Porto Santo,Crimes contra o património,84,84,33.06044006,-16.33327866
9,Porto Santo,Roubo por esticão e na via pública,…,0,33.06044006,-16.33327866
10,Porto Santo,Furto de veículo e em veículo motorizado,5,5,33.06044006,-16.33327866
11,Porto Santo,Crimes contra a identidade cultural e integridade pessoal,x,0,33.06044006,-16.33327866
12,Porto Santo,Crimes contra a vida em sociedade,58,58,33.06044006,-16.33327866
13,Porto Santo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",49,49,33.06044006,-16.33327866
14,Porto Santo,Crimes contra o Estado,4,4,33.06044006,-16.33327866
15,Oeste,Crimes previstos em legislação avulsa,976,976,39.40000153,-9.13300037
16,Oeste,Condução sem habilitação legal,681,681,39.40000153,-9.13300037
17,Oeste,Crimes contra a integridade física,1 690,1690,39.40000153,-9.13300037
18,Oeste,Crimes contra as pessoas,2 667,2667,39.40000153,-9.13300037
19,Oeste,Crimes contra animais de companhia,75,75,39.40000153,-9.13300037
20,Oeste,Crimes de homicídio voluntário consumado,x,0,39.40000153,-9.13300037
21,Oeste,Violência doméstica contra cônjuge ou análogos,765,765,39.40000153,-9.13300037
22,Oeste,Ofensa à integridade física voluntária simples,683,683,39.40000153,-9.13300037
23,Oeste,Crimes contra o património,5 144,5144,39.40000153,-9.13300037
24,Oeste,Roubo por esticão e na via pública,125,125,39.40000153,-9.13300037
25,Oeste,Furto de veículo e em veículo motorizado,913,913,39.40000153,-9.13300037
26,Oeste,Crimes contra a identidade cultural e integridade pessoal,10,10,39.40000153,-9.13300037
27,Oeste,Crimes contra a vida em sociedade,1 265,1265,39.40000153,-9.13300037
28,Oeste,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",703,703,39.40000153,-9.13300037
29,Oeste,Crimes contra o Estado,190,190,39.40000153,-9.13300037
30,Alcobaça,Crimes previstos em legislação avulsa,112,112,39.54996872,-8.98292637
31,Alcobaça,Condução sem habilitação legal,72,72,39.54996872,-8.98292637
32,Alcobaça,Crimes contra a integridade física,200,200,39.54996872,-8.98292637
33,Alcobaça,Crimes contra as pessoas,335,335,39.54996872,-8.98292637
34,Alcobaça,Crimes contra animais de companhia,8,8,39.54996872,-8.98292637
35,Alcobaça,Crimes de homicídio voluntário consumado,x,0,39.54996872,-8.98292637
36,Alcobaça,Violência doméstica contra cônjuge ou análogos,104,104,39.54996872,-8.98292637
37,Alcobaça,Ofensa à integridade física voluntária simples,76,76,39.54996872,-8.98292637
38,Alcobaça,Crimes contra o património,698,698,39.54996872,-8.98292637
39,Alcobaça,Roubo por esticão e na via pública,16,16,39.54996872,-8.98292637
40,Alcobaça,Furto de veículo e em veículo motorizado,120,120,39.54996872,-8.98292637
41,Alcobaça,Crimes contra a identidade cultural e integridade pessoal,x,0,39.54996872,-8.98292637
42,Alcobaça,Crimes contra a vida em sociedade,150,150,39.54996872,-8.98292637
43,Alcobaça,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",84,84,39.54996872,-8.98292637
44,Alcobaça,Crimes contra o Estado,15,15,39.54996872,-8.98292637
45,Bombarral,Crimes previstos em legislação avulsa,25,25,39.26689911,-9.15787125
46,Bombarral,Condução sem habilitação legal,18,18,39.26689911,-9.15787125
47,Bombarral,Crimes contra a integridade física,60,60,39.26689911,-9.15787125
48,Bombarral,Crimes contra as pessoas,86,86,39.26689911,-9.15787125
49,Bombarral,Crimes contra animais de companhia,6,6,39.26689911,-9.15787125
50,Bombarral,Crimes de homicídio voluntário consumado,x,0,39.26689911,-9.15787125
51,Bombarral,Violência doméstica contra cônjuge ou análogos,37,37,39.26689911,-9.15787125
52,Bombarral,Ofensa à integridade física voluntária simples,16,16,39.26689911,-9.15787125
53,Bombarral,Crimes contra o património,149,149,39.26689911,-9.15787125
54,Bombarral,Roubo por esticão e na via pública,…,0,39.26689911,-9.15787125
55,Bombarral,Furto de veículo e em veículo motorizado,15,15,39.26689911,-9.15787125
56,Bombarral,Crimes contra a identidade cultural e integridade pessoal,x,0,39.26689911,-9.15787125
57,Bombarral,Crimes contra a vida em sociedade,48,48,39.26689911,-9.15787125
58,Bombarral,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",38,38,39.26689911,-9.15787125
59,Bombarral,Crimes contra o Estado,8,8,39.26689911,-9.15787125
60,Caldas da Rainha,Crimes previstos em legislação avulsa,134,134,39.40735626,-9.13641644
61,Caldas da Rainha,Condução sem habilitação legal,86,86,39.40735626,-9.13641644
62,Caldas da Rainha,Crimes contra a integridade física,238,238,39.40735626,-9.13641644
63,Caldas da Rainha,Crimes contra as pessoas,380,380,39.40735626,-9.13641644
64,Caldas da Rainha,Crimes contra animais de companhia,8,8,39.40735626,-9.13641644
65,Caldas da Rainha,Crimes de homicídio voluntário consumado,x,0,39.40735626,-9.13641644
66,Caldas da Rainha,Violência doméstica contra cônjuge ou análogos,95,95,39.40735626,-9.13641644
67,Caldas da Rainha,Ofensa à integridade física voluntária simples,93,93,39.40735626,-9.13641644
68,Caldas da Rainha,Crimes contra o património,624,624,39.40735626,-9.13641644
69,Caldas da Rainha,Roubo por esticão e na via pública,25,25,39.40735626,-9.13641644
70,Caldas da Rainha,Furto de veículo e em veículo motorizado,114,114,39.40735626,-9.13641644
71,Caldas da Rainha,Crimes contra a identidade cultural e integridade pessoal,4,4,39.40735626,-9.13641644
72,Caldas da Rainha,Crimes contra a vida em sociedade,143,143,39.40735626,-9.13641644
73,Caldas da Rainha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",75,75,39.40735626,-9.13641644
74,Caldas da Rainha,Crimes contra o Estado,27,27,39.40735626,-9.13641644
75,Nazaré,Crimes previstos em legislação avulsa,75,75,39.59679794,-9.07205486
76,Nazaré,Condução sem habilitação legal,62,62,39.59679794,-9.07205486
77,Nazaré,Crimes contra a integridade física,82,82,39.59679794,-9.07205486
78,Nazaré,Crimes contra as pessoas,120,120,39.59679794,-9.07205486
79,Nazaré,Crimes contra animais de companhia,…,0,39.59679794,-9.07205486
80,Nazaré,Crimes de homicídio voluntário consumado,x,0,39.59679794,-9.07205486
81,Nazaré,Violência doméstica contra cônjuge ou análogos,34,34,39.59679794,-9.07205486
82,Nazaré,Ofensa à integridade física voluntária simples,36,36,39.59679794,-9.07205486
83,Nazaré,Crimes contra o património,261,261,39.59679794,-9.07205486
84,Nazaré,Roubo por esticão e na via pública,5,5,39.59679794,-9.07205486
85,Nazaré,Furto de veículo e em veículo motorizado,49,49,39.59679794,-9.07205486
86,Nazaré,Crimes contra a identidade cultural e integridade pessoal,x,0,39.59679794,-9.07205486
87,Nazaré,Crimes contra a vida em sociedade,64,64,39.59679794,-9.07205486
88,Nazaré,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",40,40,39.59679794,-9.07205486
89,Nazaré,Crimes contra o Estado,…,0,39.59679794,-9.07205486
90,Óbidos,Crimes previstos em legislação avulsa,41,41,39.36206818,-9.15713787
91,Óbidos,Condução sem habilitação legal,31,31,39.36206818,-9.15713787
92,Óbidos,Crimes contra a integridade física,46,46,39.36206818,-9.15713787
93,Óbidos,Crimes contra as pessoas,63,63,39.36206818,-9.15713787
94,Óbidos,Crimes contra animais de companhia,3,3,39.36206818,-9.15713787
95,Óbidos,Crimes de homicídio voluntário consumado,x,0,39.36206818,-9.15713787
96,Óbidos,Violência doméstica contra cônjuge ou análogos,19,19,39.36206818,-9.15713787
97,Óbidos,Ofensa à integridade física voluntária simples,17,17,39.36206818,-9.15713787
98,Óbidos,Crimes contra o património,159,159,39.36206818,-9.15713787
99,Óbidos,Roubo por esticão e na via pública,…,0,39.36206818,-9.15713787
100,Óbidos,Furto de veículo e em veículo motorizado,56,56,39.36206818,-9.15713787
101,Óbidos,Crimes contra a identidade cultural e integridade pessoal,x,0,39.36206818,-9.15713787
102,Óbidos,Crimes contra a vida em sociedade,98,98,39.36206818,-9.15713787
103,Óbidos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",75,75,39.36206818,-9.15713787
104,Óbidos,Crimes contra o Estado,8,8,39.36206818,-9.15713787
105,Anadia,Crimes previstos em legislação avulsa,43,43,40.44081116,-8.43506527
106,Anadia,Condução sem habilitação legal,31,31,40.44081116,-8.43506527
107,Anadia,Crimes contra a integridade física,117,117,40.44081116,-8.43506527
108,Anadia,Crimes contra as pessoas,187,187,40.44081116,-8.43506527
109,Anadia,Crimes contra animais de companhia,8,8,40.44081116,-8.43506527
110,Anadia,Crimes de homicídio voluntário consumado,x,0,40.44081116,-8.43506527
111,Anadia,Violência doméstica contra cônjuge ou análogos,63,63,40.44081116,-8.43506527
112,Anadia,Ofensa à integridade física voluntária simples,40,40,40.44081116,-8.43506527
113,Anadia,Crimes contra o património,343,343,40.44081116,-8.43506527
114,Anadia,Roubo por esticão e na via pública,…,0,40.44081116,-8.43506527
115,Anadia,Furto de veículo e em veículo motorizado,55,55,40.44081116,-8.43506527
116,Anadia,Crimes contra a identidade cultural e integridade pessoal,x,0,40.44081116,-8.43506527
117,Anadia,Crimes contra a vida em sociedade,187,187,40.44081116,-8.43506527
118,Anadia,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",131,131,40.44081116,-8.43506527
119,Anadia,Crimes contra o Estado,25,25,40.44081116,-8.43506527
120,Peniche,Crimes previstos em legislação avulsa,74,74,39.35648727,-9.38147259
121,Peniche,Condução sem habilitação legal,49,49,39.35648727,-9.38147259
122,Peniche,Crimes contra a integridade física,159,159,39.35648727,-9.38147259
123,Peniche,Crimes contra as pessoas,249,249,39.35648727,-9.38147259
124,Peniche,Crimes contra animais de companhia,14,14,39.35648727,-9.38147259
125,Peniche,Crimes de homicídio voluntário consumado,x,0,39.35648727,-9.38147259
126,Peniche,Violência doméstica contra cônjuge ou análogos,50,50,39.35648727,-9.38147259
127,Peniche,Ofensa à integridade física voluntária simples,93,93,39.35648727,-9.38147259
128,Peniche,Crimes contra o património,444,444,39.35648727,-9.38147259
129,Peniche,Roubo por esticão e na via pública,24,24,39.35648727,-9.38147259
130,Peniche,Furto de veículo e em veículo motorizado,92,92,39.35648727,-9.38147259
131,Peniche,Crimes contra a identidade cultural e integridade pessoal,x,0,39.35648727,-9.38147259
132,Peniche,Crimes contra a vida em sociedade,86,86,39.35648727,-9.38147259
133,Peniche,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",51,51,39.35648727,-9.38147259
134,Peniche,Crimes contra o Estado,12,12,39.35648727,-9.38147259
135,Alenquer,Crimes previstos em legislação avulsa,133,133,39.05612564,-9.0062027
136,Alenquer,Condução sem habilitação legal,94,94,39.05612564,-9.0062027
137,Alenquer,Crimes contra a integridade física,226,226,39.05612564,-9.0062027
138,Alenquer,Crimes contra as pessoas,347,347,39.05612564,-9.0062027
139,Alenquer,Crimes contra animais de companhia,10,10,39.05612564,-9.0062027
140,Alenquer,Crimes de homicídio voluntário consumado,x,0,39.05612564,-9.0062027
141,Alenquer,Violência doméstica contra cônjuge ou análogos,103,103,39.05612564,-9.0062027
142,Alenquer,Ofensa à integridade física voluntária simples,95,95,39.05612564,-9.0062027
143,Alenquer,Crimes contra o património,576,576,39.05612564,-9.0062027
144,Alenquer,Roubo por esticão e na via pública,13,13,39.05612564,-9.0062027
145,Alenquer,Furto de veículo e em veículo motorizado,86,86,39.05612564,-9.0062027
146,Alenquer,Crimes contra a identidade cultural e integridade pessoal,x,0,39.05612564,-9.0062027
147,Alenquer,Crimes contra a vida em sociedade,175,175,39.05612564,-9.0062027
148,Alenquer,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",95,95,39.05612564,-9.0062027
149,Alenquer,Crimes contra o Estado,35,35,39.05612564,-9.0062027
150,Arruda dos Vinhos,Crimes previstos em legislação avulsa,13,13,38.98312378,-9.077775
151,Arruda dos Vinhos,Condução sem habilitação legal,5,5,38.98312378,-9.077775
152,Arruda dos Vinhos,Crimes contra a integridade física,59,59,38.98312378,-9.077775
153,Arruda dos Vinhos,Crimes contra as pessoas,98,98,38.98312378,-9.077775
154,Arruda dos Vinhos,Crimes contra animais de companhia,…,0,38.98312378,-9.077775
155,Arruda dos Vinhos,Crimes de homicídio voluntário consumado,x,0,38.98312378,-9.077775
156,Arruda dos Vinhos,Violência doméstica contra cônjuge ou análogos,29,29,38.98312378,-9.077775
157,Arruda dos Vinhos,Ofensa à integridade física voluntária simples,21,21,38.98312378,-9.077775
158,Arruda dos Vinhos,Crimes contra o património,186,186,38.98312378,-9.077775
159,Arruda dos Vinhos,Roubo por esticão e na via pública,…,0,38.98312378,-9.077775
160,Arruda dos Vinhos,Furto de veículo e em veículo motorizado,25,25,38.98312378,-9.077775
161,Arruda dos Vinhos,Crimes contra a identidade cultural e integridade pessoal,x,0,38.98312378,-9.077775
162,Arruda dos Vinhos,Crimes contra a vida em sociedade,42,42,38.98312378,-9.077775
163,Arruda dos Vinhos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",9,9,38.98312378,-9.077775
164,Arruda dos Vinhos,Crimes contra o Estado,…,0,38.98312378,-9.077775
165,Cadaval,Crimes previstos em legislação avulsa,11,11,39.24331665,-9.10280609
166,Cadaval,Condução sem habilitação legal,4,4,39.24331665,-9.10280609
167,Cadaval,Crimes contra a integridade física,59,59,39.24331665,-9.10280609
168,Cadaval,Crimes contra as pessoas,92,92,39.24331665,-9.10280609
169,Cadaval,Crimes contra animais de companhia,3,3,39.24331665,-9.10280609
170,Cadaval,Crimes de homicídio voluntário consumado,x,0,39.24331665,-9.10280609
171,Cadaval,Violência doméstica contra cônjuge ou análogos,29,29,39.24331665,-9.10280609
172,Cadaval,Ofensa à integridade física voluntária simples,19,19,39.24331665,-9.10280609
173,Cadaval,Crimes contra o património,220,220,39.24331665,-9.10280609
174,Cadaval,Roubo por esticão e na via pública,3,3,39.24331665,-9.10280609
175,Cadaval,Furto de veículo e em veículo motorizado,44,44,39.24331665,-9.10280609
176,Cadaval,Crimes contra a identidade cultural e integridade pessoal,x,0,39.24331665,-9.10280609
177,Cadaval,Crimes contra a vida em sociedade,50,50,39.24331665,-9.10280609
178,Cadaval,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",11,11,39.24331665,-9.10280609
179,Cadaval,Crimes contra o Estado,8,8,39.24331665,-9.10280609
180,Lourinhã,Crimes previstos em legislação avulsa,26,26,39.24247742,-9.31228924
181,Lourinhã,Condução sem habilitação legal,15,15,39.24247742,-9.31228924
182,Lourinhã,Crimes contra a integridade física,162,162,39.24247742,-9.31228924
183,Lourinhã,Crimes contra as pessoas,250,250,39.24247742,-9.31228924
184,Lourinhã,Crimes contra animais de companhia,5,5,39.24247742,-9.31228924
185,Lourinhã,Crimes de homicídio voluntário consumado,x,0,39.24247742,-9.31228924
186,Lourinhã,Violência doméstica contra cônjuge ou análogos,85,85,39.24247742,-9.31228924
187,Lourinhã,Ofensa à integridade física voluntária simples,64,64,39.24247742,-9.31228924
188,Lourinhã,Crimes contra o património,381,381,39.24247742,-9.31228924
189,Lourinhã,Roubo por esticão e na via pública,3,3,39.24247742,-9.31228924
190,Lourinhã,Furto de veículo e em veículo motorizado,60,60,39.24247742,-9.31228924
191,Lourinhã,Crimes contra a identidade cultural e integridade pessoal,x,0,39.24247742,-9.31228924
192,Lourinhã,Crimes contra a vida em sociedade,72,72,39.24247742,-9.31228924
193,Lourinhã,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",18,18,39.24247742,-9.31228924
194,Lourinhã,Crimes contra o Estado,5,5,39.24247742,-9.31228924
195,Sobral de Monte Agraço,Crimes previstos em legislação avulsa,43,43,39.0183754,-9.15186882
196,Sobral de Monte Agraço,Condução sem habilitação legal,29,29,39.0183754,-9.15186882
197,Sobral de Monte Agraço,Crimes contra a integridade física,70,70,39.0183754,-9.15186882
198,Sobral de Monte Agraço,Crimes contra as pessoas,117,117,39.0183754,-9.15186882
199,Sobral de Monte Agraço,Crimes contra animais de companhia,4,4,39.0183754,-9.15186882
200,Sobral de Monte Agraço,Crimes de homicídio voluntário consumado,x,0,39.0183754,-9.15186882
201,Sobral de Monte Agraço,Violência doméstica contra cônjuge ou análogos,28,28,39.0183754,-9.15186882
202,Sobral de Monte Agraço,Ofensa à integridade física voluntária simples,30,30,39.0183754,-9.15186882
203,Sobral de Monte Agraço,Crimes contra o património,189,189,39.0183754,-9.15186882
204,Sobral de Monte Agraço,Roubo por esticão e na via pública,…,0,39.0183754,-9.15186882
205,Sobral de Monte Agraço,Furto de veículo e em veículo motorizado,33,33,39.0183754,-9.15186882
206,Sobral de Monte Agraço,Crimes contra a identidade cultural e integridade pessoal,x,0,39.0183754,-9.15186882
207,Sobral de Monte Agraço,Crimes contra a vida em sociedade,65,65,39.0183754,-9.15186882
208,Sobral de Monte Agraço,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",45,45,39.0183754,-9.15186882
209,Sobral de Monte Agraço,Crimes contra o Estado,11,11,39.0183754,-9.15186882
210,Torres Vedras,Crimes previstos em legislação avulsa,289,289,39.08774567,-9.25944805
211,Torres Vedras,Condução sem habilitação legal,216,216,39.08774567,-9.25944805
212,Torres Vedras,Crimes contra a integridade física,329,329,39.08774567,-9.25944805
213,Torres Vedras,Crimes contra as pessoas,530,530,39.08774567,-9.25944805
214,Torres Vedras,Crimes contra animais de companhia,11,11,39.08774567,-9.25944805
215,Torres Vedras,Crimes de homicídio voluntário consumado,x,0,39.08774567,-9.25944805
216,Torres Vedras,Violência doméstica contra cônjuge ou análogos,152,152,39.08774567,-9.25944805
217,Torres Vedras,Ofensa à integridade física voluntária simples,123,123,39.08774567,-9.25944805
218,Torres Vedras,Crimes contra o património,1 257,1257,39.08774567,-9.25944805
219,Torres Vedras,Roubo por esticão e na via pública,29,29,39.08774567,-9.25944805
220,Torres Vedras,Furto de veículo e em veículo motorizado,219,219,39.08774567,-9.25944805
221,Torres Vedras,Crimes contra a identidade cultural e integridade pessoal,3,3,39.08774567,-9.25944805
222,Torres Vedras,Crimes contra a vida em sociedade,272,272,39.08774567,-9.25944805
223,Torres Vedras,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",162,162,39.08774567,-9.25944805
224,Torres Vedras,Crimes contra o Estado,41,41,39.08774567,-9.25944805
225,Águeda,Crimes previstos em legislação avulsa,95,95,40.57448196,-8.44800472
226,Águeda,Condução sem habilitação legal,67,67,40.57448196,-8.44800472
227,Águeda,Crimes contra a integridade física,183,183,40.57448196,-8.44800472
228,Águeda,Crimes contra as pessoas,262,262,40.57448196,-8.44800472
229,Águeda,Crimes contra animais de companhia,4,4,40.57448196,-8.44800472
230,Águeda,Crimes de homicídio voluntário consumado,x,0,40.57448196,-8.44800472
231,Águeda,Violência doméstica contra cônjuge ou análogos,82,82,40.57448196,-8.44800472
232,Águeda,Ofensa à integridade física voluntária simples,86,86,40.57448196,-8.44800472
233,Águeda,Crimes contra o património,509,509,40.57448196,-8.44800472
234,Águeda,Roubo por esticão e na via pública,4,4,40.57448196,-8.44800472
235,Águeda,Furto de veículo e em veículo motorizado,76,76,40.57448196,-8.44800472
236,Águeda,Crimes contra a identidade cultural e integridade pessoal,x,0,40.57448196,-8.44800472
237,Águeda,Crimes contra a vida em sociedade,250,250,40.57448196,-8.44800472
238,Águeda,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",185,185,40.57448196,-8.44800472
239,Águeda,Crimes contra o Estado,48,48,40.57448196,-8.44800472
240,Albergaria-a-Velha,Crimes previstos em legislação avulsa,35,35,40.6938858,-8.48101139
241,Albergaria-a-Velha,Condução sem habilitação legal,17,17,40.6938858,-8.48101139
242,Albergaria-a-Velha,Crimes contra a integridade física,148,148,40.6938858,-8.48101139
243,Albergaria-a-Velha,Crimes contra as pessoas,237,237,40.6938858,-8.48101139
244,Albergaria-a-Velha,Crimes contra animais de companhia,7,7,40.6938858,-8.48101139
245,Albergaria-a-Velha,Crimes de homicídio voluntário consumado,x,0,40.6938858,-8.48101139
246,Albergaria-a-Velha,Violência doméstica contra cônjuge ou análogos,73,73,40.6938858,-8.48101139
247,Albergaria-a-Velha,Ofensa à integridade física voluntária simples,52,52,40.6938858,-8.48101139
248,Albergaria-a-Velha,Crimes contra o património,408,408,40.6938858,-8.48101139
249,Albergaria-a-Velha,Roubo por esticão e na via pública,3,3,40.6938858,-8.48101139
250,Albergaria-a-Velha,Furto de veículo e em veículo motorizado,56,56,40.6938858,-8.48101139
251,Albergaria-a-Velha,Crimes contra a identidade cultural e integridade pessoal,x,0,40.6938858,-8.48101139
252,Albergaria-a-Velha,Crimes contra a vida em sociedade,140,140,40.6938858,-8.48101139
253,Albergaria-a-Velha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",67,67,40.6938858,-8.48101139
254,Albergaria-a-Velha,Crimes contra o Estado,13,13,40.6938858,-8.48101139
255,Alto Minho,Crimes previstos em legislação avulsa,402,402,41.70000076,-8.83300018
256,Alto Minho,Condução sem habilitação legal,236,236,41.70000076,-8.83300018
257,Alto Minho,Crimes contra a integridade física,1 261,1261,41.70000076,-8.83300018
258,Alto Minho,Crimes contra as pessoas,1 910,1910,41.70000076,-8.83300018
259,Alto Minho,Crimes contra animais de companhia,49,49,41.70000076,-8.83300018
260,Alto Minho,Crimes de homicídio voluntário consumado,x,0,41.70000076,-8.83300018
261,Alto Minho,Violência doméstica contra cônjuge ou análogos,564,564,41.70000076,-8.83300018
262,Alto Minho,Ofensa à integridade física voluntária simples,510,510,41.70000076,-8.83300018
263,Alto Minho,Crimes contra o património,3 039,3039,41.70000076,-8.83300018
264,Alto Minho,Roubo por esticão e na via pública,40,40,41.70000076,-8.83300018
265,Alto Minho,Furto de veículo e em veículo motorizado,385,385,41.70000076,-8.83300018
266,Alto Minho,Crimes contra a identidade cultural e integridade pessoal,x,0,41.70000076,-8.83300018
267,Alto Minho,Crimes contra a vida em sociedade,1 435,1435,41.70000076,-8.83300018
268,Alto Minho,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",567,567,41.70000076,-8.83300018
269,Alto Minho,Crimes contra o Estado,127,127,41.70000076,-8.83300018
270,Arcos de Valdevez,Crimes previstos em legislação avulsa,56,56,41.84728241,-8.41852379
271,Arcos de Valdevez,Condução sem habilitação legal,31,31,41.84728241,-8.41852379
272,Arcos de Valdevez,Crimes contra a integridade física,114,114,41.84728241,-8.41852379
273,Arcos de Valdevez,Crimes contra as pessoas,197,197,41.84728241,-8.41852379
274,Arcos de Valdevez,Crimes contra animais de companhia,14,14,41.84728241,-8.41852379
275,Arcos de Valdevez,Crimes de homicídio voluntário consumado,x,0,41.84728241,-8.41852379
276,Arcos de Valdevez,Violência doméstica contra cônjuge ou análogos,56,56,41.84728241,-8.41852379
277,Arcos de Valdevez,Ofensa à integridade física voluntária simples,42,42,41.84728241,-8.41852379
278,Arcos de Valdevez,Crimes contra o património,190,190,41.84728241,-8.41852379
279,Arcos de Valdevez,Roubo por esticão e na via pública,…,0,41.84728241,-8.41852379
280,Arcos de Valdevez,Furto de veículo e em veículo motorizado,17,17,41.84728241,-8.41852379
281,Arcos de Valdevez,Crimes contra a identidade cultural e integridade pessoal,x,0,41.84728241,-8.41852379
282,Arcos de Valdevez,Crimes contra a vida em sociedade,243,243,41.84728241,-8.41852379
283,Arcos de Valdevez,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",88,88,41.84728241,-8.41852379
284,Arcos de Valdevez,Crimes contra o Estado,14,14,41.84728241,-8.41852379
285,Caminha,Crimes previstos em legislação avulsa,32,32,41.87393188,-8.84054947
286,Caminha,Condução sem habilitação legal,17,17,41.87393188,-8.84054947
287,Caminha,Crimes contra a integridade física,121,121,41.87393188,-8.84054947
288,Caminha,Crimes contra as pessoas,206,206,41.87393188,-8.84054947
289,Caminha,Crimes contra animais de companhia,…,0,41.87393188,-8.84054947
290,Caminha,Crimes de homicídio voluntário consumado,x,0,41.87393188,-8.84054947
291,Caminha,Violência doméstica contra cônjuge ou análogos,46,46,41.87393188,-8.84054947
292,Caminha,Ofensa à integridade física voluntária simples,62,62,41.87393188,-8.84054947
293,Caminha,Crimes contra o património,289,289,41.87393188,-8.84054947
294,Caminha,Roubo por esticão e na via pública,3,3,41.87393188,-8.84054947
295,Caminha,Furto de veículo e em veículo motorizado,35,35,41.87393188,-8.84054947
296,Caminha,Crimes contra a identidade cultural e integridade pessoal,x,0,41.87393188,-8.84054947
297,Caminha,Crimes contra a vida em sociedade,122,122,41.87393188,-8.84054947
298,Caminha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",73,73,41.87393188,-8.84054947
299,Caminha,Crimes contra o Estado,…,0,41.87393188,-8.84054947
300,Melgaço,Crimes previstos em legislação avulsa,18,18,42.11614609,-8.26261616
301,Melgaço,Condução sem habilitação legal,10,10,42.11614609,-8.26261616
302,Melgaço,Crimes contra a integridade física,44,44,42.11614609,-8.26261616
303,Melgaço,Crimes contra as pessoas,68,68,42.11614609,-8.26261616
304,Melgaço,Crimes contra animais de companhia,…,0,42.11614609,-8.26261616
305,Melgaço,Crimes de homicídio voluntário consumado,x,0,42.11614609,-8.26261616
306,Melgaço,Violência doméstica contra cônjuge ou análogos,14,14,42.11614609,-8.26261616
307,Melgaço,Ofensa à integridade física voluntária simples,23,23,42.11614609,-8.26261616
308,Melgaço,Crimes contra o património,111,111,42.11614609,-8.26261616
309,Melgaço,Roubo por esticão e na via pública,0,0,42.11614609,-8.26261616
310,Melgaço,Furto de veículo e em veículo motorizado,15,15,42.11614609,-8.26261616
311,Melgaço,Crimes contra a identidade cultural e integridade pessoal,x,0,42.11614609,-8.26261616
312,Melgaço,Crimes contra a vida em sociedade,51,51,42.11614609,-8.26261616
313,Melgaço,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",11,11,42.11614609,-8.26261616
314,Melgaço,Crimes contra o Estado,…,0,42.11614609,-8.26261616
315,Monção,Crimes previstos em legislação avulsa,19,19,42.0788269,-8.48013496
316,Monção,Condução sem habilitação legal,14,14,42.0788269,-8.48013496
317,Monção,Crimes contra a integridade física,49,49,42.0788269,-8.48013496
318,Monção,Crimes contra as pessoas,71,71,42.0788269,-8.48013496
319,Monção,Crimes contra animais de companhia,4,4,42.0788269,-8.48013496
320,Monção,Crimes de homicídio voluntário consumado,x,0,42.0788269,-8.48013496
321,Monção,Violência doméstica contra cônjuge ou análogos,26,26,42.0788269,-8.48013496
322,Monção,Ofensa à integridade física voluntária simples,16,16,42.0788269,-8.48013496
323,Monção,Crimes contra o património,182,182,42.0788269,-8.48013496
324,Monção,Roubo por esticão e na via pública,…,0,42.0788269,-8.48013496
325,Monção,Furto de veículo e em veículo motorizado,34,34,42.0788269,-8.48013496
326,Monção,Crimes contra a identidade cultural e integridade pessoal,x,0,42.0788269,-8.48013496
327,Monção,Crimes contra a vida em sociedade,94,94,42.0788269,-8.48013496
328,Monção,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",23,23,42.0788269,-8.48013496
329,Monção,Crimes contra o Estado,5,5,42.0788269,-8.48013496
330,Paredes de Coura,Crimes previstos em legislação avulsa,8,8,41.91098404,-8.55958557
