,city,crime,ind_string,value,latitude,longitude
1252,Miranda do Corvo,Ofensa à integridade física voluntária simples,17,17,40.09411621,-8.33354855
1253,Miranda do Corvo,Crimes contra o património,57,57,40.09411621,-8.33354855
1254,Miranda do Corvo,Roubo por esticão e na via pública,0,0,40.09411621,-8.33354855
1255,Miranda do Corvo,Furto de veículo e em veículo motorizado,6,6,40.09411621,-8.33354855
1256,Miranda do Corvo,Crimes contra a identidade cultural e integridade pessoal,x,0,40.09411621,-8.33354855
1257,Miranda do Corvo,Crimes contra a vida em sociedade,29,29,40.09411621,-8.33354855
1258,Miranda do Corvo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",14,14,40.09411621,-8.33354855
1259,Miranda do Corvo,Crimes contra o Estado,…,0,40.09411621,-8.33354855
1260,Montemor-o-Velho,Crimes previstos em legislação avulsa,39,39,40.17253876,-8.68464661
1261,Montemor-o-Velho,Condução sem habilitação legal,31,31,40.17253876,-8.68464661
1262,Montemor-o-Velho,Crimes contra a integridade física,80,80,40.17253876,-8.68464661
1263,Montemor-o-Velho,Crimes contra as pessoas,116,116,40.17253876,-8.68464661
1264,Montemor-o-Velho,Crimes contra animais de companhia,3,3,40.17253876,-8.68464661
1265,Montemor-o-Velho,Crimes de homicídio voluntário consumado,x,0,40.17253876,-8.68464661
1266,Montemor-o-Velho,Violência doméstica contra cônjuge ou análogos,41,41,40.17253876,-8.68464661
1267,Montemor-o-Velho,Ofensa à integridade física voluntária simples,31,31,40.17253876,-8.68464661
1268,Montemor-o-Velho,Crimes contra o património,212,212,40.17253876,-8.68464661
1269,Montemor-o-Velho,Roubo por esticão e na via pública,…,0,40.17253876,-8.68464661
1270,Montemor-o-Velho,Furto de veículo e em veículo motorizado,34,34,40.17253876,-8.68464661
1271,Montemor-o-Velho,Crimes contra a identidade cultural e integridade pessoal,x,0,40.17253876,-8.68464661
1272,Montemor-o-Velho,Crimes contra a vida em sociedade,120,120,40.17253876,-8.68464661
1273,Montemor-o-Velho,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",71,71,40.17253876,-8.68464661
1274,Montemor-o-Velho,Crimes contra o Estado,3,3,40.17253876,-8.68464661
1275,Oliveira do Hospital,Crimes previstos em legislação avulsa,38,38,40.35971451,-7.86166334
1276,Oliveira do Hospital,Condução sem habilitação legal,23,23,40.35971451,-7.86166334
1277,Oliveira do Hospital,Crimes contra a integridade física,69,69,40.35971451,-7.86166334
1278,Oliveira do Hospital,Crimes contra as pessoas,92,92,40.35971451,-7.86166334
1279,Oliveira do Hospital,Crimes contra animais de companhia,…,0,40.35971451,-7.86166334
1280,Oliveira do Hospital,Crimes de homicídio voluntário consumado,x,0,40.35971451,-7.86166334
1281,Oliveira do Hospital,Violência doméstica contra cônjuge ou análogos,47,47,40.35971451,-7.86166334
1282,Oliveira do Hospital,Ofensa à integridade física voluntária simples,14,14,40.35971451,-7.86166334
1283,Oliveira do Hospital,Crimes contra o património,114,114,40.35971451,-7.86166334
1284,Oliveira do Hospital,Roubo por esticão e na via pública,…,0,40.35971451,-7.86166334
1285,Oliveira do Hospital,Furto de veículo e em veículo motorizado,16,16,40.35971451,-7.86166334
1286,Oliveira do Hospital,Crimes contra a identidade cultural e integridade pessoal,x,0,40.35971451,-7.86166334
1287,Oliveira do Hospital,Crimes contra a vida em sociedade,103,103,40.35971451,-7.86166334
1288,Oliveira do Hospital,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",52,52,40.35971451,-7.86166334
1289,Oliveira do Hospital,Crimes contra o Estado,…,0,40.35971451,-7.86166334
1290,Pampilhosa da Serra,Crimes previstos em legislação avulsa,…,0,40.04605865,-7.95147228
1291,Pampilhosa da Serra,Condução sem habilitação legal,…,0,40.04605865,-7.95147228
1292,Pampilhosa da Serra,Crimes contra a integridade física,20,20,40.04605865,-7.95147228
1293,Pampilhosa da Serra,Crimes contra as pessoas,28,28,40.04605865,-7.95147228
1294,Pampilhosa da Serra,Crimes contra animais de companhia,0,0,40.04605865,-7.95147228
1295,Pampilhosa da Serra,Crimes de homicídio voluntário consumado,x,0,40.04605865,-7.95147228
1296,Pampilhosa da Serra,Violência doméstica contra cônjuge ou análogos,13,13,40.04605865,-7.95147228
1297,Pampilhosa da Serra,Ofensa à integridade física voluntária simples,5,5,40.04605865,-7.95147228
1298,Pampilhosa da Serra,Crimes contra o património,30,30,40.04605865,-7.95147228
1299,Pampilhosa da Serra,Roubo por esticão e na via pública,0,0,40.04605865,-7.95147228
1300,Pampilhosa da Serra,Furto de veículo e em veículo motorizado,…,0,40.04605865,-7.95147228
1301,Pampilhosa da Serra,Crimes contra a identidade cultural e integridade pessoal,x,0,40.04605865,-7.95147228
1302,Pampilhosa da Serra,Crimes contra a vida em sociedade,24,24,40.04605865,-7.95147228
1303,Pampilhosa da Serra,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",14,14,40.04605865,-7.95147228
1304,Pampilhosa da Serra,Crimes contra o Estado,…,0,40.04605865,-7.95147228
1305,Penacova,Crimes previstos em legislação avulsa,10,10,40.27059174,-8.28151989
1306,Penacova,Condução sem habilitação legal,6,6,40.27059174,-8.28151989
1307,Penacova,Crimes contra a integridade física,39,39,40.27059174,-8.28151989
1308,Penacova,Crimes contra as pessoas,60,60,40.27059174,-8.28151989
1309,Penacova,Crimes contra animais de companhia,…,0,40.27059174,-8.28151989
1310,Penacova,Crimes de homicídio voluntário consumado,x,0,40.27059174,-8.28151989
1311,Penacova,Violência doméstica contra cônjuge ou análogos,14,14,40.27059174,-8.28151989
1312,Penacova,Ofensa à integridade física voluntária simples,16,16,40.27059174,-8.28151989
1313,Penacova,Crimes contra o património,87,87,40.27059174,-8.28151989
1314,Penacova,Roubo por esticão e na via pública,…,0,40.27059174,-8.28151989
1315,Penacova,Furto de veículo e em veículo motorizado,19,19,40.27059174,-8.28151989
1316,Penacova,Crimes contra a identidade cultural e integridade pessoal,x,0,40.27059174,-8.28151989
1317,Penacova,Crimes contra a vida em sociedade,36,36,40.27059174,-8.28151989
1318,Penacova,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",22,22,40.27059174,-8.28151989
1319,Penacova,Crimes contra o Estado,…,0,40.27059174,-8.28151989
1320,Penela,Crimes previstos em legislação avulsa,4,4,40.03120041,-8.39340115
1321,Penela,Condução sem habilitação legal,3,3,40.03120041,-8.39340115
1322,Penela,Crimes contra a integridade física,14,14,40.03120041,-8.39340115
1323,Penela,Crimes contra as pessoas,21,21,40.03120041,-8.39340115
1324,Penela,Crimes contra animais de companhia,…,0,40.03120041,-8.39340115
1325,Penela,Crimes de homicídio voluntário consumado,x,0,40.03120041,-8.39340115
1326,Penela,Violência doméstica contra cônjuge ou análogos,8,8,40.03120041,-8.39340115
1327,Penela,Ofensa à integridade física voluntária simples,5,5,40.03120041,-8.39340115
1328,Penela,Crimes contra o património,75,75,40.03120041,-8.39340115
1329,Penela,Roubo por esticão e na via pública,…,0,40.03120041,-8.39340115
1330,Penela,Furto de veículo e em veículo motorizado,6,6,40.03120041,-8.39340115
1331,Penela,Crimes contra a identidade cultural e integridade pessoal,x,0,40.03120041,-8.39340115
1332,Penela,Crimes contra a vida em sociedade,20,20,40.03120041,-8.39340115
1333,Penela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6,6,40.03120041,-8.39340115
1334,Penela,Crimes contra o Estado,…,0,40.03120041,-8.39340115
1335,Soure,Crimes previstos em legislação avulsa,…,0,40.0593338,-8.62709522
1336,Soure,Condução sem habilitação legal,6,6,40.0593338,-8.62709522
1337,Soure,Crimes contra a integridade física,54,54,40.0593338,-8.62709522
1338,Soure,Crimes contra as pessoas,76,76,40.0593338,-8.62709522
1339,Soure,Crimes contra animais de companhia,0,0,40.0593338,-8.62709522
1340,Soure,Crimes de homicídio voluntário consumado,x,0,40.0593338,-8.62709522
1341,Soure,Violência doméstica contra cônjuge ou análogos,37,37,40.0593338,-8.62709522
1342,Soure,Ofensa à integridade física voluntária simples,14,14,40.0593338,-8.62709522
1343,Soure,Crimes contra o património,107,107,40.0593338,-8.62709522
1344,Soure,Roubo por esticão e na via pública,…,0,40.0593338,-8.62709522
1345,Soure,Furto de veículo e em veículo motorizado,15,15,40.0593338,-8.62709522
1346,Soure,Crimes contra a identidade cultural e integridade pessoal,x,0,40.0593338,-8.62709522
1347,Soure,Crimes contra a vida em sociedade,55,55,40.0593338,-8.62709522
1348,Soure,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",17,17,40.0593338,-8.62709522
1349,Soure,Crimes contra o Estado,…,0,40.0593338,-8.62709522
1350,Tábua,Crimes previstos em legislação avulsa,13,13,40.35964203,-8.02936935
1351,Tábua,Condução sem habilitação legal,9,9,40.35964203,-8.02936935
1352,Tábua,Crimes contra a integridade física,47,47,40.35964203,-8.02936935
1353,Tábua,Crimes contra as pessoas,74,74,40.35964203,-8.02936935
1354,Tábua,Crimes contra animais de companhia,0,0,40.35964203,-8.02936935
1355,Tábua,Crimes de homicídio voluntário consumado,x,0,40.35964203,-8.02936935
1356,Tábua,Violência doméstica contra cônjuge ou análogos,26,26,40.35964203,-8.02936935
1357,Tábua,Ofensa à integridade física voluntária simples,17,17,40.35964203,-8.02936935
1358,Tábua,Crimes contra o património,111,111,40.35964203,-8.02936935
1359,Tábua,Roubo por esticão e na via pública,…,0,40.35964203,-8.02936935
1360,Tábua,Furto de veículo e em veículo motorizado,9,9,40.35964203,-8.02936935
1361,Tábua,Crimes contra a identidade cultural e integridade pessoal,x,0,40.35964203,-8.02936935
1362,Tábua,Crimes contra a vida em sociedade,39,39,40.35964203,-8.02936935
1363,Tábua,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",10,10,40.35964203,-8.02936935
1364,Tábua,Crimes contra o Estado,3,3,40.35964203,-8.02936935
1365,Vila Nova de Poiares,Crimes previstos em legislação avulsa,…,0,40.21177673,-8.25871754
1366,Vila Nova de Poiares,Condução sem habilitação legal,6,6,40.21177673,-8.25871754
1367,Vila Nova de Poiares,Crimes contra a integridade física,21,21,40.21177673,-8.25871754
1368,Vila Nova de Poiares,Crimes contra as pessoas,28,28,40.21177673,-8.25871754
1369,Vila Nova de Poiares,Crimes contra animais de companhia,0,0,40.21177673,-8.25871754
1370,Vila Nova de Poiares,Crimes de homicídio voluntário consumado,x,0,40.21177673,-8.25871754
1371,Vila Nova de Poiares,Violência doméstica contra cônjuge ou análogos,10,10,40.21177673,-8.25871754
1372,Vila Nova de Poiares,Ofensa à integridade física voluntária simples,9,9,40.21177673,-8.25871754
1373,Vila Nova de Poiares,Crimes contra o património,59,59,40.21177673,-8.25871754
1374,Vila Nova de Poiares,Roubo por esticão e na via pública,…,0,40.21177673,-8.25871754
1375,Vila Nova de Poiares,Furto de veículo e em veículo motorizado,7,7,40.21177673,-8.25871754
1376,Vila Nova de Poiares,Crimes contra a identidade cultural e integridade pessoal,x,0,40.21177673,-8.25871754
1377,Vila Nova de Poiares,Crimes contra a vida em sociedade,15,15,40.21177673,-8.25871754
1378,Vila Nova de Poiares,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",10,10,40.21177673,-8.25871754
1379,Vila Nova de Poiares,Crimes contra o Estado,…,0,40.21177673,-8.25871754
1380,Mortágua,Crimes previstos em legislação avulsa,9,9,40.39504242,-8.23202133
1381,Mortágua,Condução sem habilitação legal,8,8,40.39504242,-8.23202133
1382,Mortágua,Crimes contra a integridade física,43,43,40.39504242,-8.23202133
1383,Mortágua,Crimes contra as pessoas,56,56,40.39504242,-8.23202133
1384,Mortágua,Crimes contra animais de companhia,…,0,40.39504242,-8.23202133
1385,Mortágua,Crimes de homicídio voluntário consumado,x,0,40.39504242,-8.23202133
1386,Mortágua,Violência doméstica contra cônjuge ou análogos,18,18,40.39504242,-8.23202133
1387,Mortágua,Ofensa à integridade física voluntária simples,21,21,40.39504242,-8.23202133
1388,Mortágua,Crimes contra o património,86,86,40.39504242,-8.23202133
1389,Mortágua,Roubo por esticão e na via pública,0,0,40.39504242,-8.23202133
1390,Mortágua,Furto de veículo e em veículo motorizado,8,8,40.39504242,-8.23202133
1391,Mortágua,Crimes contra a identidade cultural e integridade pessoal,x,0,40.39504242,-8.23202133
1392,Mortágua,Crimes contra a vida em sociedade,28,28,40.39504242,-8.23202133
1393,Mortágua,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24,24,40.39504242,-8.23202133
1394,Mortágua,Crimes contra o Estado,…,0,40.39504242,-8.23202133
1395,Alvaiázere,Crimes previstos em legislação avulsa,…,0,39.82522964,-8.38073826
1396,Alvaiázere,Condução sem habilitação legal,…,0,39.82522964,-8.38073826
1397,Alvaiázere,Crimes contra a integridade física,20,20,39.82522964,-8.38073826
1398,Alvaiázere,Crimes contra as pessoas,38,38,39.82522964,-8.38073826
1399,Alvaiázere,Crimes contra animais de companhia,…,0,39.82522964,-8.38073826
1400,Alvaiázere,Crimes de homicídio voluntário consumado,x,0,39.82522964,-8.38073826
1401,Alvaiázere,Violência doméstica contra cônjuge ou análogos,11,11,39.82522964,-8.38073826
1402,Alvaiázere,Ofensa à integridade física voluntária simples,6,6,39.82522964,-8.38073826
1403,Alvaiázere,Crimes contra o património,89,89,39.82522964,-8.38073826
1404,Alvaiázere,Roubo por esticão e na via pública,0,0,39.82522964,-8.38073826
1405,Alvaiázere,Furto de veículo e em veículo motorizado,5,5,39.82522964,-8.38073826
1406,Alvaiázere,Crimes contra a identidade cultural e integridade pessoal,x,0,39.82522964,-8.38073826
1407,Alvaiázere,Crimes contra a vida em sociedade,25,25,39.82522964,-8.38073826
1408,Alvaiázere,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16,16,39.82522964,-8.38073826
1409,Alvaiázere,Crimes contra o Estado,4,4,39.82522964,-8.38073826
1410,Ansião,Crimes previstos em legislação avulsa,…,0,39.91284943,-8.43531704
1411,Ansião,Condução sem habilitação legal,…,0,39.91284943,-8.43531704
1412,Ansião,Crimes contra a integridade física,37,37,39.91284943,-8.43531704
1413,Ansião,Crimes contra as pessoas,54,54,39.91284943,-8.43531704
1414,Ansião,Crimes contra animais de companhia,…,0,39.91284943,-8.43531704
1415,Ansião,Crimes de homicídio voluntário consumado,x,0,39.91284943,-8.43531704
1416,Ansião,Violência doméstica contra cônjuge ou análogos,16,16,39.91284943,-8.43531704
1417,Ansião,Ofensa à integridade física voluntária simples,19,19,39.91284943,-8.43531704
1418,Ansião,Crimes contra o património,98,98,39.91284943,-8.43531704
1419,Ansião,Roubo por esticão e na via pública,0,0,39.91284943,-8.43531704
1420,Ansião,Furto de veículo e em veículo motorizado,20,20,39.91284943,-8.43531704
1421,Ansião,Crimes contra a identidade cultural e integridade pessoal,x,0,39.91284943,-8.43531704
1422,Ansião,Crimes contra a vida em sociedade,30,30,39.91284943,-8.43531704
1423,Ansião,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",12,12,39.91284943,-8.43531704
1424,Ansião,Crimes contra o Estado,6,6,39.91284943,-8.43531704
1425,Batalha,Crimes previstos em legislação avulsa,35,35,39.65784454,-8.82426262
1426,Batalha,Condução sem habilitação legal,26,26,39.65784454,-8.82426262
1427,Batalha,Crimes contra a integridade física,90,90,39.65784454,-8.82426262
1428,Batalha,Crimes contra as pessoas,133,133,39.65784454,-8.82426262
1429,Batalha,Crimes contra animais de companhia,4,4,39.65784454,-8.82426262
1430,Batalha,Crimes de homicídio voluntário consumado,x,0,39.65784454,-8.82426262
1431,Batalha,Violência doméstica contra cônjuge ou análogos,50,50,39.65784454,-8.82426262
1432,Batalha,Ofensa à integridade física voluntária simples,27,27,39.65784454,-8.82426262
1433,Batalha,Crimes contra o património,241,241,39.65784454,-8.82426262
1434,Batalha,Roubo por esticão e na via pública,3,3,39.65784454,-8.82426262
1435,Batalha,Furto de veículo e em veículo motorizado,29,29,39.65784454,-8.82426262
1436,Batalha,Crimes contra a identidade cultural e integridade pessoal,x,0,39.65784454,-8.82426262
1437,Batalha,Crimes contra a vida em sociedade,83,83,39.65784454,-8.82426262
1438,Batalha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",66,66,39.65784454,-8.82426262
1439,Batalha,Crimes contra o Estado,11,11,39.65784454,-8.82426262
1440,Castanheira de Pêra,Crimes previstos em legislação avulsa,…,0,40.0059166,-8.20831013
1441,Castanheira de Pêra,Condução sem habilitação legal,…,0,40.0059166,-8.20831013
1442,Castanheira de Pêra,Crimes contra a integridade física,7,7,40.0059166,-8.20831013
1443,Castanheira de Pêra,Crimes contra as pessoas,13,13,40.0059166,-8.20831013
1444,Castanheira de Pêra,Crimes contra animais de companhia,0,0,40.0059166,-8.20831013
1445,Castanheira de Pêra,Crimes de homicídio voluntário consumado,x,0,40.0059166,-8.20831013
1446,Castanheira de Pêra,Violência doméstica contra cônjuge ou análogos,3,3,40.0059166,-8.20831013
1447,Castanheira de Pêra,Ofensa à integridade física voluntária simples,3,3,40.0059166,-8.20831013
1448,Castanheira de Pêra,Crimes contra o património,28,28,40.0059166,-8.20831013
1449,Castanheira de Pêra,Roubo por esticão e na via pública,0,0,40.0059166,-8.20831013
1450,Castanheira de Pêra,Furto de veículo e em veículo motorizado,3,3,40.0059166,-8.20831013
1451,Castanheira de Pêra,Crimes contra a identidade cultural e integridade pessoal,x,0,40.0059166,-8.20831013
1452,Castanheira de Pêra,Crimes contra a vida em sociedade,18,18,40.0059166,-8.20831013
1453,Castanheira de Pêra,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",10,10,40.0059166,-8.20831013
1454,Castanheira de Pêra,Crimes contra o Estado,…,0,40.0059166,-8.20831013
1455,Pedrógão Grande,Crimes previstos em legislação avulsa,7,7,39.91609955,-8.14620686
1456,Pedrógão Grande,Condução sem habilitação legal,4,4,39.91609955,-8.14620686
1457,Pedrógão Grande,Crimes contra a integridade física,20,20,39.91609955,-8.14620686
1458,Pedrógão Grande,Crimes contra as pessoas,33,33,39.91609955,-8.14620686
1459,Pedrógão Grande,Crimes contra animais de companhia,0,0,39.91609955,-8.14620686
1460,Pedrógão Grande,Crimes de homicídio voluntário consumado,x,0,39.91609955,-8.14620686
1461,Pedrógão Grande,Violência doméstica contra cônjuge ou análogos,11,11,39.91609955,-8.14620686
1462,Pedrógão Grande,Ofensa à integridade física voluntária simples,9,9,39.91609955,-8.14620686
1463,Pedrógão Grande,Crimes contra o património,55,55,39.91609955,-8.14620686
1464,Pedrógão Grande,Roubo por esticão e na via pública,0,0,39.91609955,-8.14620686
1465,Pedrógão Grande,Furto de veículo e em veículo motorizado,3,3,39.91609955,-8.14620686
1466,Pedrógão Grande,Crimes contra a identidade cultural e integridade pessoal,x,0,39.91609955,-8.14620686
1467,Pedrógão Grande,Crimes contra a vida em sociedade,19,19,39.91609955,-8.14620686
1468,Pedrógão Grande,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",9,9,39.91609955,-8.14620686
1469,Pedrógão Grande,Crimes contra o Estado,4,4,39.91609955,-8.14620686
1470,Figueiró dos Vinhos,Crimes previstos em legislação avulsa,12,12,39.90192032,-8.27495766
1471,Figueiró dos Vinhos,Condução sem habilitação legal,7,7,39.90192032,-8.27495766
1472,Figueiró dos Vinhos,Crimes contra a integridade física,22,22,39.90192032,-8.27495766
1473,Figueiró dos Vinhos,Crimes contra as pessoas,29,29,39.90192032,-8.27495766
1474,Figueiró dos Vinhos,Crimes contra animais de companhia,…,0,39.90192032,-8.27495766
1475,Figueiró dos Vinhos,Crimes de homicídio voluntário consumado,x,0,39.90192032,-8.27495766
1476,Figueiró dos Vinhos,Violência doméstica contra cônjuge ou análogos,14,14,39.90192032,-8.27495766
1477,Figueiró dos Vinhos,Ofensa à integridade física voluntária simples,6,6,39.90192032,-8.27495766
1478,Figueiró dos Vinhos,Crimes contra o património,39,39,39.90192032,-8.27495766
1479,Figueiró dos Vinhos,Roubo por esticão e na via pública,0,0,39.90192032,-8.27495766
1480,Figueiró dos Vinhos,Furto de veículo e em veículo motorizado,3,3,39.90192032,-8.27495766
1481,Figueiró dos Vinhos,Crimes contra a identidade cultural e integridade pessoal,x,0,39.90192032,-8.27495766
1482,Figueiró dos Vinhos,Crimes contra a vida em sociedade,69,69,39.90192032,-8.27495766
1483,Figueiró dos Vinhos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",54,54,39.90192032,-8.27495766
1484,Figueiró dos Vinhos,Crimes contra o Estado,…,0,39.90192032,-8.27495766
1485,Leiria,Crimes previstos em legislação avulsa,266,266,39.74429703,-8.80724239
1486,Leiria,Condução sem habilitação legal,168,168,39.74429703,-8.80724239
1487,Leiria,Crimes contra a integridade física,557,557,39.74429703,-8.80724239
1488,Leiria,Crimes contra as pessoas,801,801,39.74429703,-8.80724239
1489,Leiria,Crimes contra animais de companhia,18,18,39.74429703,-8.80724239
1490,Leiria,Crimes de homicídio voluntário consumado,x,0,39.74429703,-8.80724239
1491,Leiria,Violência doméstica contra cônjuge ou análogos,264,264,39.74429703,-8.80724239
1492,Leiria,Ofensa à integridade física voluntária simples,209,209,39.74429703,-8.80724239
1493,Leiria,Crimes contra o património,1 727,1727,39.74429703,-8.80724239
1494,Leiria,Roubo por esticão e na via pública,47,47,39.74429703,-8.80724239
1495,Leiria,Furto de veículo e em veículo motorizado,278,278,39.74429703,-8.80724239
1496,Leiria,Crimes contra a identidade cultural e integridade pessoal,3,3,39.74429703,-8.80724239
1497,Leiria,Crimes contra a vida em sociedade,295,295,39.74429703,-8.80724239
1498,Leiria,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",153,153,39.74429703,-8.80724239
1499,Leiria,Crimes contra o Estado,32,32,39.74429703,-8.80724239
1500,Marinha Grande,Crimes previstos em legislação avulsa,121,121,39.75058365,-8.93155861
1501,Marinha Grande,Condução sem habilitação legal,89,89,39.75058365,-8.93155861
1502,Marinha Grande,Crimes contra a integridade física,255,255,39.75058365,-8.93155861
1503,Marinha Grande,Crimes contra as pessoas,390,390,39.75058365,-8.93155861
1504,Marinha Grande,Crimes contra animais de companhia,9,9,39.75058365,-8.93155861
1505,Marinha Grande,Crimes de homicídio voluntário consumado,x,0,39.75058365,-8.93155861
1506,Marinha Grande,Violência doméstica contra cônjuge ou análogos,135,135,39.75058365,-8.93155861
1507,Marinha Grande,Ofensa à integridade física voluntária simples,94,94,39.75058365,-8.93155861
1508,Marinha Grande,Crimes contra o património,618,618,39.75058365,-8.93155861
1509,Marinha Grande,Roubo por esticão e na via pública,41,41,39.75058365,-8.93155861
1510,Marinha Grande,Furto de veículo e em veículo motorizado,87,87,39.75058365,-8.93155861
1511,Marinha Grande,Crimes contra a identidade cultural e integridade pessoal,3,3,39.75058365,-8.93155861
1512,Marinha Grande,Crimes contra a vida em sociedade,133,133,39.75058365,-8.93155861
1513,Marinha Grande,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",77,77,39.75058365,-8.93155861
1514,Marinha Grande,Crimes contra o Estado,23,23,39.75058365,-8.93155861
1515,Pombal,Crimes previstos em legislação avulsa,60,60,39.91378021,-8.627491
1516,Pombal,Condução sem habilitação legal,37,37,39.91378021,-8.627491
1517,Pombal,Crimes contra a integridade física,174,174,39.91378021,-8.627491
1518,Pombal,Crimes contra as pessoas,245,245,39.91378021,-8.627491
1519,Pombal,Crimes contra animais de companhia,5,5,39.91378021,-8.627491
1520,Pombal,Crimes de homicídio voluntário consumado,x,0,39.91378021,-8.627491
1521,Pombal,Violência doméstica contra cônjuge ou análogos,101,101,39.91378021,-8.627491
1522,Pombal,Ofensa à integridade física voluntária simples,56,56,39.91378021,-8.627491
1523,Pombal,Crimes contra o património,484,484,39.91378021,-8.627491
1524,Pombal,Roubo por esticão e na via pública,10,10,39.91378021,-8.627491
1525,Pombal,Furto de veículo e em veículo motorizado,107,107,39.91378021,-8.627491
1526,Pombal,Crimes contra a identidade cultural e integridade pessoal,x,0,39.91378021,-8.627491
1527,Pombal,Crimes contra a vida em sociedade,282,282,39.91378021,-8.627491
1528,Pombal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",153,153,39.91378021,-8.627491
1529,Pombal,Crimes contra o Estado,31,31,39.91378021,-8.627491
1530,Porto de Mós,Crimes previstos em legislação avulsa,34,34,39.60249329,-8.81852245
1531,Porto de Mós,Condução sem habilitação legal,21,21,39.60249329,-8.81852245
1532,Porto de Mós,Crimes contra a integridade física,102,102,39.60249329,-8.81852245
1533,Porto de Mós,Crimes contra as pessoas,137,137,39.60249329,-8.81852245
1534,Porto de Mós,Crimes contra animais de companhia,7,7,39.60249329,-8.81852245
1535,Porto de Mós,Crimes de homicídio voluntário consumado,x,0,39.60249329,-8.81852245
1536,Porto de Mós,Violência doméstica contra cônjuge ou análogos,59,59,39.60249329,-8.81852245
1537,Porto de Mós,Ofensa à integridade física voluntária simples,34,34,39.60249329,-8.81852245
1538,Porto de Mós,Crimes contra o património,336,336,39.60249329,-8.81852245
1539,Porto de Mós,Roubo por esticão e na via pública,4,4,39.60249329,-8.81852245
1540,Porto de Mós,Furto de veículo e em veículo motorizado,43,43,39.60249329,-8.81852245
1541,Porto de Mós,Crimes contra a identidade cultural e integridade pessoal,x,0,39.60249329,-8.81852245
1542,Porto de Mós,Crimes contra a vida em sociedade,80,80,39.60249329,-8.81852245
1543,Porto de Mós,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",43,43,39.60249329,-8.81852245
1544,Porto de Mós,Crimes contra o Estado,17,17,39.60249329,-8.81852245
1545,Viseu Dão Lafões,Crimes previstos em legislação avulsa,366,366,40.65528107,-7.91416979
1546,Viseu Dão Lafões,Condução sem habilitação legal,…,0,40.65528107,-7.91416979
1547,Viseu Dão Lafões,Crimes contra a integridade física,1 215,1215,40.65528107,-7.91416979
1548,Viseu Dão Lafões,Crimes contra as pessoas,1 912,1912,40.65528107,-7.91416979
1549,Viseu Dão Lafões,Crimes contra animais de companhia,43,43,40.65528107,-7.91416979
1550,Viseu Dão Lafões,Crimes de homicídio voluntário consumado,x,0,40.65528107,-7.91416979
1551,Viseu Dão Lafões,Violência doméstica contra cônjuge ou análogos,627,627,40.65528107,-7.91416979
1552,Viseu Dão Lafões,Ofensa à integridade física voluntária simples,447,447,40.65528107,-7.91416979
1553,Viseu Dão Lafões,Crimes contra o património,2 942,2942,40.65528107,-7.91416979
1554,Viseu Dão Lafões,Roubo por esticão e na via pública,26,26,40.65528107,-7.91416979
1555,Viseu Dão Lafões,Furto de veículo e em veículo motorizado,281,281,40.65528107,-7.91416979
1556,Viseu Dão Lafões,Crimes contra a identidade cultural e integridade pessoal,7,7,40.65528107,-7.91416979
1557,Viseu Dão Lafões,Crimes contra a vida em sociedade,1 095,1095,40.65528107,-7.91416979
1558,Viseu Dão Lafões,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",749,749,40.65528107,-7.91416979
1559,Viseu Dão Lafões,Crimes contra o Estado,132,132,40.65528107,-7.91416979
1560,Valpaços,Crimes previstos em legislação avulsa,20,20,41.60748291,-7.31007481
1561,Valpaços,Condução sem habilitação legal,15,15,41.60748291,-7.31007481
1562,Valpaços,Crimes contra a integridade física,72,72,41.60748291,-7.31007481
1563,Valpaços,Crimes contra as pessoas,123,123,41.60748291,-7.31007481
1564,Valpaços,Crimes contra animais de companhia,8,8,41.60748291,-7.31007481
1565,Valpaços,Crimes de homicídio voluntário consumado,x,0,41.60748291,-7.31007481
1566,Valpaços,Violência doméstica contra cônjuge ou análogos,28,28,41.60748291,-7.31007481
1567,Valpaços,Ofensa à integridade física voluntária simples,29,29,41.60748291,-7.31007481
1568,Valpaços,Crimes contra o património,137,137,41.60748291,-7.31007481
1569,Valpaços,Roubo por esticão e na via pública,0,0,41.60748291,-7.31007481
