city,crime,ind_string,value
1125,Reguengos de Monsaraz,Furto de veículo e em veículo motorizado,14,14
1126,Nordeste,Crimes contra a vida em sociedade,14,14
1127,Povoação,Ofensa à integridade física voluntária simples,14,14
1128,Santa Cruz da Graciosa,Crimes contra a vida em sociedade,14,14
1129,Calheta,Crimes contra a vida em sociedade,14,14
1130,Velas,Crimes previstos em legislação avulsa,14,14
1131,São Roque do Pico,Ofensa à integridade física voluntária simples,14,14
1132,Lajes das Flores,Crimes contra o património,14,14
1133,Porto Moniz,Crimes contra as pessoas,14,14
1134,Santana,Crimes contra a vida em sociedade,14,14
1135,Melgaço,Furto de veículo e em veículo motorizado,15,15
1136,Barcelos,Roubo por esticão e na via pública,15,15
1137,Vieira do Minho,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",15,15
1138,Vale de Cambra,Crimes contra o Estado,15,15
1139,Montalegre,Violência doméstica contra cônjuge ou análogos,15,15
1140,Valpaços,Condução sem habilitação legal,15,15
1141,Castelo de Paiva,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",15,15
1142,Mogadouro,Crimes previstos em legislação avulsa,15,15
1143,Vimioso,Crimes contra a integridade física,15,15
1144,Alcoutim,Crimes contra as pessoas,15,15
1145,Alcoutim,Crimes contra a vida em sociedade,15,15
1146,Castro Marim,Crimes contra a vida em sociedade,15,15
1147,Lagos,Roubo por esticão e na via pública,15,15
1148,Alcobaça,Crimes contra o Estado,15,15
1149,Bombarral,Furto de veículo e em veículo motorizado,15,15
1150,Lourinhã,Condução sem habilitação legal,15,15
1151,Murtosa,Furto de veículo e em veículo motorizado,15,15
1152,Vagos,Crimes contra o Estado,15,15
1153,Arganil,Crimes previstos em legislação avulsa,15,15
1154,Góis,Violência doméstica contra cônjuge ou análogos,15,15
1155,Soure,Furto de veículo e em veículo motorizado,15,15
1156,Vila Nova de Poiares,Crimes contra a vida em sociedade,15,15
1157,Sátão,Ofensa à integridade física voluntária simples,15,15
1158,Sátão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",15,15
1159,Proença-a-Nova,Violência doméstica contra cônjuge ou análogos,15,15
1160,Proença-a-Nova,Condução sem habilitação legal,15,15
1161,Vila de Rei,Crimes contra a integridade física,15,15
1162,Ferreira do Zêzere,Crimes previstos em legislação avulsa,15,15
1163,Mação,Violência doméstica contra cônjuge ou análogos,15,15
1164,Fornos de Algodres,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",15,15
1165,Seia,Condução sem habilitação legal,15,15
1166,Mértola,Crimes contra a integridade física,15,15
1167,Serpa,Condução sem habilitação legal,15,15
1168,Nisa,Violência doméstica contra cônjuge ou análogos,15,15
1169,Arraiolos,Furto de veículo e em veículo motorizado,15,15
1170,Borba,Ofensa à integridade física voluntária simples,15,15
1171,Évora,Crimes contra animais de companhia,15,15
1172,Portel,Crimes previstos em legislação avulsa,15,15
1173,Vendas Novas,Condução sem habilitação legal,15,15
1174,Santa Cruz das Flores,Ofensa à integridade física voluntária simples,15,15
1175,Porto Moniz,Crimes contra a vida em sociedade,15,15
1176,Ribeira Brava,Furto de veículo e em veículo motorizado,15,15
1177,Monção,Ofensa à integridade física voluntária simples,16,16
1178,Ponte de Lima,Crimes contra o Estado,16,16
1179,Fafe,Crimes contra animais de companhia,16,16
1180,Espinho,Crimes contra o Estado,16,16
1181,Espinho,Condução sem habilitação legal,16,16
1182,Celorico de Basto,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16,16
1183,Baião,Furto de veículo e em veículo motorizado,16,16
1184,Freixo de Espada à Cinta,Crimes contra a integridade física,16,16
1185,Vila Nova de Foz Côa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16,16
1186,Mesão Frio,Violência doméstica contra cônjuge ou análogos,16,16
1187,Santa Marta de Penaguião,Violência doméstica contra cônjuge ou análogos,16,16
1188,Vinhais,Ofensa à integridade física voluntária simples,16,16
1189,Lagos,Crimes contra animais de companhia,16,16
1190,Alcobaça,Roubo por esticão e na via pública,16,16
1191,Bombarral,Ofensa à integridade física voluntária simples,16,16
1192,Góis,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16,16
1193,Miranda do Corvo,Violência doméstica contra cônjuge ou análogos,16,16
1194,Oliveira do Hospital,Furto de veículo e em veículo motorizado,16,16
1195,Penacova,Ofensa à integridade física voluntária simples,16,16
1196,Alvaiázere,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16,16
1197,Ansião,Violência doméstica contra cônjuge ou análogos,16,16
1198,Santa Comba Dão,Ofensa à integridade física voluntária simples,16,16
1199,Vouzela,Ofensa à integridade física voluntária simples,16,16
1200,Penamacor,Ofensa à integridade física voluntária simples,16,16
1201,Mação,Ofensa à integridade física voluntária simples,16,16
1202,Guarda,Crimes contra animais de companhia,16,16
1203,Sabugal,Crimes previstos em legislação avulsa,16,16
1204,Sintra,Crimes contra a identidade cultural e integridade pessoal,16,16
1205,Alvito,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16,16
1206,Cuba,Ofensa à integridade física voluntária simples,16,16
1207,Serpa,Furto de veículo e em veículo motorizado,16,16
1208,Almeirim,Crimes contra o Estado,16,16
1209,Crato,Crimes contra a integridade física,16,16
1210,Fronteira,Crimes contra as pessoas,16,16
1211,Gavião,Crimes contra a integridade física,16,16
1212,Marvão,Crimes contra a integridade física,16,16
1213,Monforte,Condução sem habilitação legal,16,16
1214,Sousel,Violência doméstica contra cônjuge ou análogos,16,16
1215,Arraiolos,Violência doméstica contra cônjuge ou análogos,16,16
1216,Vendas Novas,Furto de veículo e em veículo motorizado,16,16
1217,Viana do Alentejo,Violência doméstica contra cônjuge ou análogos,16,16
1218,Vila Viçosa,Crimes previstos em legislação avulsa,16,16
1219,Povoação,Crimes contra a vida em sociedade,16,16
1220,Calheta,Crimes contra a integridade física,16,16
1221,Velas,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16,16
1223,Arcos de Valdevez,Furto de veículo e em veículo motorizado,17,17
1224,Caminha,Condução sem habilitação legal,17,17
1225,Braga,Crimes contra animais de companhia,17,17
1226,Cabeceiras de Basto,Furto de veículo e em veículo motorizado,17,17
1227,Paços de Ferreira,Crimes contra o Estado,17,17
1228,Resende,Condução sem habilitação legal,17,17
1229,Tavira,Crimes contra o Estado,17,17
1230,Óbidos,Ofensa à integridade física voluntária simples,17,17
1231,Albergaria-a-Velha,Condução sem habilitação legal,17,17
1232,Mira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",17,17
1233,Miranda do Corvo,Ofensa à integridade física voluntária simples,17,17
1234,Soure,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",17,17
1235,Tábua,Ofensa à integridade física voluntária simples,17,17
1236,Porto de Mós,Crimes contra o Estado,17,17
1237,Castro Daire,Crimes previstos em legislação avulsa,17,17
1238,Penalva do Castelo,Violência doméstica contra cônjuge ou análogos,17,17
1239,Tondela,Crimes contra o Estado,17,17
1240,Proença-a-Nova,Crimes previstos em legislação avulsa,17,17
1241,Vila Nova da Barquinha,Furto de veículo e em veículo motorizado,17,17
1242,Almeida,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",17,17
1243,Fornos de Algodres,Crimes contra a integridade física,17,17
1244,Alcochete,Crimes contra o Estado,17,17
1245,Sines,Crimes contra o Estado,17,17
1246,Aljustrel,Crimes previstos em legislação avulsa,17,17
1247,Mértola,Crimes previstos em legislação avulsa,17,17
1248,Moura,Condução sem habilitação legal,17,17
1249,Golegã,Furto de veículo e em veículo motorizado,17,17
1250,Alter do Chão,Crimes contra a integridade física,17,17
1251,Monforte,Crimes contra a integridade física,17,17
1252,Ponte de Sor,Furto de veículo e em veículo motorizado,17,17
1253,Borba,Violência doméstica contra cônjuge ou análogos,17,17
1254,Ribeira Grande,Roubo por esticão e na via pública,17,17
1255,Vila Franca do Campo,Violência doméstica contra cônjuge ou análogos,17,17
1256,Angra do Heroísmo,Crimes contra o Estado,17,17
1257,Velas,Violência doméstica contra cônjuge ou análogos,17,17
1258,Lajes do Pico,Crimes contra a integridade física,17,17
1259,Melgaço,Crimes previstos em legislação avulsa,18,18
1260,Ponte da Barca,Furto de veículo e em veículo motorizado,18,18
1261,Vila Nova de Cerveira,Furto de veículo e em veículo motorizado,18,18
1262,Terras de Bouro,Violência doméstica contra cônjuge ou análogos,18,18
1263,Mondim de Basto,Violência doméstica contra cônjuge ou análogos,18,18
1264,Espinho,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",18,18
1265,Alto Tâmega,Crimes contra animais de companhia,18,18
1266,Alijó,Ofensa à integridade física voluntária simples,18,18
1267,Armamar,Crimes contra a integridade física,18,18
1268,Lamego,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",18,18
1269,Portimão,Crimes contra animais de companhia,18,18
1270,Silves,Crimes contra o Estado,18,18
1271,Bombarral,Condução sem habilitação legal,18,18
1272,Lourinhã,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",18,18
1273,Vagos,Condução sem habilitação legal,18,18
1274,Mortágua,Violência doméstica contra cônjuge ou análogos,18,18
1275,Castanheira de Pêra,Crimes contra a vida em sociedade,18,18
1276,Leiria,Crimes contra animais de companhia,18,18
1277,Mangualde,Condução sem habilitação legal,18,18
1278,Viseu,Roubo por esticão e na via pública,18,18
1279,Abrantes,Condução sem habilitação legal,18,18
1280,Alcanena,Ofensa à integridade física voluntária simples,18,18
1281,Constância,Crimes contra a integridade física,18,18
1282,Tomar,Crimes contra o Estado,18,18
1283,Guarda,Crimes contra o Estado,18,18
1284,Odemira,Crimes contra o Estado,18,18
1285,Santiago do Cacém,Crimes contra o Estado,18,18
1286,Barrancos,Crimes contra a integridade física,18,18
1287,Alpiarça,Ofensa à integridade física voluntária simples,18,18
1288,Chamusca,Violência doméstica contra cônjuge ou análogos,18,18
1289,Arronches,Crimes contra a integridade física,18,18
1290,Elvas,Crimes contra o Estado,18,18
1291,Arraiolos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",18,18
1292,Mora,Violência doméstica contra cônjuge ou análogos,18,18
1293,Mourão,Ofensa à integridade física voluntária simples,18,18
1294,Vila do Porto,Ofensa à integridade física voluntária simples,18,18
1295,Funchal,Crimes contra animais de companhia,18,18
1296,Monção,Crimes previstos em legislação avulsa,19,19
1297,Paredes de Coura,Ofensa à integridade física voluntária simples,19,19
1298,Terras de Bouro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19,19
1299,Fafe,Condução sem habilitação legal,19,19
1300,Guimarães,Crimes contra animais de companhia,19,19
1301,Vizela,Condução sem habilitação legal,19,19
1302,Vale de Cambra,Condução sem habilitação legal,19,19
1303,Porto,Crimes contra a identidade cultural e integridade pessoal,19,19
1304,Santo Tirso,Crimes contra animais de companhia,19,19
1305,Carrazeda de Ansiães,Crimes contra a vida em sociedade,19,19
1306,Sernancelhe,Crimes contra a integridade física,19,19
1307,Terras de Trás-os-Montes,Crimes contra animais de companhia,19,19
1308,Mogadouro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19,19
1309,Algarve,Crimes contra a identidade cultural e integridade pessoal,19,19
1310,Algarve,Crimes contra a identidade cultural e integridade pessoal,19,19
1311,Faro,Crimes contra animais de companhia,19,19
1312,Óbidos,Violência doméstica contra cônjuge ou análogos,19,19
1313,Cadaval,Ofensa à integridade física voluntária simples,19,19
1314,Figueira da Foz,Roubo por esticão e na via pública,19,19
1315,Penacova,Furto de veículo e em veículo motorizado,19,19
1316,Ansião,Ofensa à integridade física voluntária simples,19,19
1317,Pedrógão Grande,Crimes contra a vida em sociedade,19,19
1318,Nelas,Furto de veículo e em veículo motorizado,19,19
1319,Santa Comba Dão,Crimes previstos em legislação avulsa,19,19
1320,Sertã,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19,19
1321,Alcanena,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19,19
1322,Alcanena,Crimes previstos em legislação avulsa,19,19
1323,Entroncamento,Condução sem habilitação legal,19,19
1324,Almeida,Ofensa à integridade física voluntária simples,19,19
1325,Pinhel,Violência doméstica contra cônjuge ou análogos,19,19
1326,Aljustrel,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19,19
1327,Almeirim,Condução sem habilitação legal,19,19
1328,Nisa,Crimes previstos em legislação avulsa,19,19
1329,Sousel,Crimes contra a vida em sociedade,19,19
1330,Alandroal,Crimes contra a integridade física,19,19
1331,Montemor-o-Novo,Condução sem habilitação legal,19,19
1332,Vila Viçosa,Violência doméstica contra cônjuge ou análogos,19,19
1333,Vila Franca do Campo,Crimes previstos em legislação avulsa,19,19
1334,Porto Santo,Ofensa à integridade física voluntária simples,19,19
1335,Porto Santo,Crimes previstos em legislação avulsa,19,19
1336,Ponte da Barca,Ofensa à integridade física voluntária simples,20,20
1337,Vila Nova de Cerveira,Ofensa à integridade física voluntária simples,20,20
1338,Vale de Cambra,Furto de veículo e em veículo motorizado,20,20
1339,Póvoa de Varzim,Roubo por esticão e na via pública,20,20
1340,Valpaços,Crimes previstos em legislação avulsa,20,20
1341,Vila Pouca de Aguiar,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",20,20
1342,Castelo de Paiva,Furto de veículo e em veículo motorizado,20,20
1343,Torre de Moncorvo,Violência doméstica contra cônjuge ou análogos,20,20
1344,Penedono,Crimes contra as pessoas,20,20
1345,Penedono,Crimes contra o património,20,20
1346,Mirandela,Furto de veículo e em veículo motorizado,20,20
1347,Aljezur,Condução sem habilitação legal,20,20
1348,Lagos,Crimes contra o Estado,20,20
1349,Ovar,Roubo por esticão e na via pública,20,20
1350,Condeixa-a-Nova,Violência doméstica contra cônjuge ou análogos,20,20
1351,Pampilhosa da Serra,Crimes contra a integridade física,20,20
1352,Penela,Crimes contra a vida em sociedade,20,20
1353,Alvaiázere,Crimes contra a integridade física,20,20
1354,Ansião,Furto de veículo e em veículo motorizado,20,20
1355,Pedrógão Grande,Crimes contra a integridade física,20,20
1356,Castro Daire,Violência doméstica contra cônjuge ou análogos,20,20
1357,Castro Daire,Ofensa à integridade física voluntária simples,20,20
1358,Tondela,Crimes previstos em legislação avulsa,20,20
1359,Alcanena,Violência doméstica contra cônjuge ou análogos,20,20
1360,Sardoal,Crimes contra o património,20,20
1361,Covilhã,Crimes contra animais de companhia,20,20
1362,Fundão,Crimes contra animais de companhia,20,20
1363,Fornos de Algodres,Crimes contra a vida em sociedade,20,20
1364,Trancoso,Ofensa à integridade física voluntária simples,20,20
1365,Palmela,Crimes contra animais de companhia,20,20
1366,Almodôvar,Ofensa à integridade física voluntária simples,20,20
1367,Barrancos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",20,20
1368,Ourique,Crimes previstos em legislação avulsa,20,20
1369,Serpa,Crimes previstos em legislação avulsa,20,20
1370,Chamusca,Crimes previstos em legislação avulsa,20,20
1371,Golegã,Crimes contra a integridade física,20,20
1372,Alto Alentejo,Roubo por esticão e na via pública,20,20
1373,Avis,Crimes previstos em legislação avulsa,20,20
1374,São Vicente,Crimes contra a integridade física,20,20
1375,Ponte da Barca,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21,21
1376,Amares,Furto de veículo e em veículo motorizado,21,21
1377,Vieira do Minho,Violência doméstica contra cônjuge ou análogos,21,21
1378,Vieira do Minho,Ofensa à integridade física voluntária simples,21,21
1379,Valongo,Crimes contra o Estado,21,21
1380,Boticas,Crimes contra as pessoas,21,21
1381,Ribeira de Pena,Crimes contra a integridade física,21,21
1382,Baião,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21,21
1383,Resende,Ofensa à integridade física voluntária simples,21,21
1384,Miranda do Douro,Crimes contra a integridade física,21,21
1385,Aljezur,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21,21
1386,Castro Marim,Ofensa à integridade física voluntária simples,21,21
1387,Arruda dos Vinhos,Ofensa à integridade física voluntária simples,21,21
1388,Estarreja,Condução sem habilitação legal,21,21
1389,Murtosa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21,21
1390,Sever do Vouga,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21,21
1391,Arganil,Ofensa à integridade física voluntária simples,21,21
1392,Coimbra,Crimes contra animais de companhia,21,21
1393,Condeixa-a-Nova,Ofensa à integridade física voluntária simples,21,21
1394,Penela,Crimes contra as pessoas,21,21
1395,Vila Nova de Poiares,Crimes contra a integridade física,21,21
1396,Mortágua,Ofensa à integridade física voluntária simples,21,21
1397,Porto de Mós,Condução sem habilitação legal,21,21
1398,Oliveira de Frades,Ofensa à integridade física voluntária simples,21,21
1399,Penalva do Castelo,Ofensa à integridade física voluntária simples,21,21
1400,Idanha-a-Nova,Violência doméstica contra cônjuge ou análogos,21,21
1401,Sertã,Crimes previstos em legislação avulsa,21,21
1402,Alcanena,Furto de veículo e em veículo motorizado,21,21
1403,Entroncamento,Roubo por esticão e na via pública,21,21
1404,Sardoal,Crimes contra a integridade física,21,21
1405,Fundão,Condução sem habilitação legal,21,21
1406,Almeida,Crimes previstos em legislação avulsa,21,21
1407,Sesimbra,Roubo por esticão e na via pública,21,21
1408,Ferreira do Alentejo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21,21
1409,Cartaxo,Condução sem habilitação legal,21,21
1410,Monforte,Crimes contra as pessoas,21,21
1411,Estremoz,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21,21
1412,Redondo,Ofensa à integridade física voluntária simples,21,21
1413,Povoação,Violência doméstica contra cônjuge ou análogos,21,21
1414,Ponta do Sol,Ofensa à integridade física voluntária simples,21,21
1415,Porto Santo,Violência doméstica contra cônjuge ou análogos,21,21
1416,Póvoa de Lanhoso,Furto de veículo e em veículo motorizado,22,22
1417,Vale de Cambra,Crimes previstos em legislação avulsa,22,22
1418,Vila Nova de Foz Côa,Ofensa à integridade física voluntária simples,22,22
1419,Peso da Régua,Furto de veículo e em veículo motorizado,22,22
1420,Tabuaço,Crimes contra a integridade física,22,22
1421,Tarouca,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",22,22
1422,Vimioso,Crimes contra a vida em sociedade,22,22
1423,Tavira,Roubo por esticão e na via pública,22,22
1424,Vagos,Crimes previstos em legislação avulsa,22,22
1425,Lousã,Ofensa à integridade física voluntária simples,22,22
1426,Penacova,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",22,22
1427,Figueiró dos Vinhos,Crimes contra a integridade física,22,22
1428,Aguiar da Beira,Crimes contra a integridade física,22,22
1429,Carregal do Sal,Ofensa à integridade física voluntária simples,22,22
1430,Castelo Branco,Roubo por esticão e na via pública,22,22
1431,Oleiros,Crimes contra as pessoas,22,22
1432,Penamacor,Crimes contra a vida em sociedade,22,22
1433,Torres Novas,Crimes contra o Estado,22,22
1434,Vila Nova da Barquinha,Crimes contra a integridade física,22,22
1435,Vila Nova da Barquinha,Crimes previstos em legislação avulsa,22,22
1436,Almodôvar,Crimes previstos em legislação avulsa,22,22
1437,Alvito,Crimes contra a integridade física,22,22
1438,Azambuja,Crimes contra o Estado,22,22
1439,Santarém,Roubo por esticão e na via pública,22,22
1440,Campo Maior,Condução sem habilitação legal,22,22
1441,Marvão,Crimes contra as pessoas,22,22
1442,Estremoz,Ofensa à integridade física voluntária simples,22,22
1443,Redondo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",22,22
1444,Velas,Crimes contra a vida em sociedade,22,22
1445,Madalena,Ofensa à integridade física voluntária simples,22,22
1446,Calheta,Crimes contra a integridade física,22,22
1447,Câmara de Lobos,Roubo por esticão e na via pública,22,22
1448,Santana,Violência doméstica contra cônjuge ou análogos,22,22
1449,Melgaço,Ofensa à integridade física voluntária simples,23,23
1450,Monção,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",23,23
1451,Santa Maria da Feira,Roubo por esticão e na via pública,23,23
1452,Vila Pouca de Aguiar,Violência doméstica contra cônjuge ou análogos,23,23
1453,Resende,Crimes previstos em legislação avulsa,23,23
1454,Vila Real,Condução sem habilitação legal,23,23
1455,Aljezur,Violência doméstica contra cônjuge ou análogos,23,23
1456,Tavira,Condução sem habilitação legal,23,23
1457,Vila do Bispo,Crimes contra a vida em sociedade,23,23
1458,Oliveira do Hospital,Condução sem habilitação legal,23,23
1459,Marinha Grande,Crimes contra o Estado,23,23
1460,Nelas,Condução sem habilitação legal,23,23
1461,São Pedro do Sul,Ofensa à integridade física voluntária simples,23,23
1462,Vila Nova de Paiva,Crimes contra a integridade física,23,23
1463,Vouzela,Crimes contra a vida em sociedade,23,23
1464,Vila Velha de Ródão,Crimes contra a integridade física,23,23
1465,Fundão,Crimes contra o Estado,23,23
1466,Gouveia,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",23,23
1467,Almada,Crimes contra animais de companhia,23,23
1468,Aljustrel,Violência doméstica contra cônjuge ou análogos,23,23
1469,Aljustrel,Ofensa à integridade física voluntária simples,23,23
1470,Castro Verde,Ofensa à integridade física voluntária simples,23,23
1471,Mértola,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",23,23
1472,Serpa,Violência doméstica contra cônjuge ou análogos,23,23
1473,Alter do Chão,Crimes contra a vida em sociedade,23,23
1474,Castelo de Vide,Crimes contra a integridade física,23,23
1475,Crato,Crimes contra as pessoas,23,23
1476,Borba,Crimes contra a vida em sociedade,23,23
1477,Portel,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",23,23
1478,Viana do Alentejo,Condução sem habilitação legal,23,23
1479,Velas,Ofensa à integridade física voluntária simples,23,23
1480,Viana do Castelo,Roubo por esticão e na via pública,24,24
1481,Amares,Ofensa à integridade física voluntária simples,24,24
1482,Vizela,Furto de veículo e em veículo motorizado,24,24
1483,Espinho,Roubo por esticão e na via pública,24,24
1484,São João da Madeira,Condução sem habilitação legal,24,24
1485,Gondomar,Crimes contra animais de companhia,24,24
1486,Santo Tirso,Crimes contra o Estado,24,24
1487,Valongo,Roubo por esticão e na via pública,24,24
1488,Trofa,Crimes contra o Estado,24,24
1489,Alto Tâmega,Crimes contra o Estado,24,24
1490,Celorico de Basto,Ofensa à integridade física voluntária simples,24,24
1491,Torre de Moncorvo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24,24
1492,Murça,Crimes contra a integridade física,24,24
1493,Peso da Régua,Crimes previstos em legislação avulsa,24,24
1494,Sabrosa,Crimes contra a vida em sociedade,24,24
1495,Santa Marta de Penaguião,Crimes contra a vida em sociedade,24,24
1496,Vila Flor,Crimes contra a integridade física,24,24
1497,São Brás de Alportel,Violência doméstica contra cônjuge ou análogos,24,24
1498,Peniche,Roubo por esticão e na via pública,24,24
1499,Sever do Vouga,Violência doméstica contra cônjuge ou análogos,24,24
1500,Pampilhosa da Serra,Crimes contra a vida em sociedade,24,24
1501,Mortágua,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24,24
1502,Aguiar da Beira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24,24
1503,Sátão,Violência doméstica contra cônjuge ou análogos,24,24
1504,Vila Nova de Paiva,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24,24
1505,Vila Nova da Barquinha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24,24
1506,Gouveia,Ofensa à integridade física voluntária simples,24,24
1507,Sabugal,Violência doméstica contra cônjuge ou análogos,24,24
1508,Barreiro,Crimes contra animais de companhia,24,24
1509,Baixo Alentejo,Roubo por esticão e na via pública,24,24
1510,Cuba,Violência doméstica contra cônjuge ou análogos,24,24
1511,Almeirim,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24,24
1512,Coruche,Condução sem habilitação legal,24,24
1513,Avis,Violência doméstica contra cônjuge ou análogos,24,24
1514,Campo Maior,Crimes previstos em legislação avulsa,24,24
1515,Marvão,Crimes contra o património,24,24
1516,Portalegre,Furto de veículo e em veículo motorizado,24,24
1517,Portel,Crimes contra a integridade física,24,24
1518,Horta,Crimes previstos em legislação avulsa,24,24
1519,Machico,Crimes previstos em legislação avulsa,24,24
1520,Ponta do Sol,Crimes contra a vida em sociedade,24,24
1521,Valença,Condução sem habilitação legal,25,25
1522,Amares,Crimes previstos em legislação avulsa,25,25
1523,Resende,Violência doméstica contra cônjuge ou análogos,25,25
1524,Alijó,Violência doméstica contra cônjuge ou análogos,25,25
1525,Sabrosa,Crimes contra a integridade física,25,25
1526,Sernancelhe,Crimes contra as pessoas,25,25
1527,Aljezur,Ofensa à integridade física voluntária simples,25,25
1528,Castro Marim,Furto de veículo e em veículo motorizado,25,25
1529,Bombarral,Crimes previstos em legislação avulsa,25,25
1530,Caldas da Rainha,Roubo por esticão e na via pública,25,25
1531,Arruda dos Vinhos,Furto de veículo e em veículo motorizado,25,25
1532,Anadia,Crimes contra o Estado,25,25
1533,Góis,Crimes contra a vida em sociedade,25,25
1534,Alvaiázere,Crimes contra a vida em sociedade,25,25
1535,Sátão,Crimes contra a vida em sociedade,25,25
1536,Oleiros,Crimes contra a vida em sociedade,25,25
1537,Vila de Rei,Crimes contra as pessoas,25,25
1538,Figueira de Castelo Rodrigo,Ofensa à integridade física voluntária simples,25,25
1539,Fornos de Algodres,Crimes contra as pessoas,25,25
1540,Alentejo Litoral,Crimes contra animais de companhia,25,25
1541,Ourique,Crimes contra a integridade física,25,25
1542,Alpiarça,Condução sem habilitação legal,25,25
1543,Mora,Ofensa à integridade física voluntária simples,25,25
1544,Reguengos de Monsaraz,Crimes previstos em legislação avulsa,25,25
1545,Reguengos de Monsaraz,Condução sem habilitação legal,25,25
1546,Viana do Alentejo,Crimes previstos em legislação avulsa,25,25
1547,Machico,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",25,25
1548,Monção,Violência doméstica contra cônjuge ou análogos,26,26
1549,Barcelos,Crimes contra animais de companhia,26,26
1550,Esposende,Crimes previstos em legislação avulsa,26,26
1551,Póvoa de Lanhoso,Crimes previstos em legislação avulsa,26,26
1552,Arouca,Furto de veículo e em veículo motorizado,26,26
1553,Monchique,Crimes contra a integridade física,26,26
1554,Lourinhã,Crimes previstos em legislação avulsa,26,26
1555,Ílhavo,Condução sem habilitação legal,26,26
1556,Ovar,Crimes contra o Estado,26,26
1557,Figueira da Foz,Crimes contra o Estado,26,26
1558,Góis,Crimes contra a integridade física,26,26
1559,Tábua,Violência doméstica contra cônjuge ou análogos,26,26
1560,Batalha,Condução sem habilitação legal,26,26
1561,Viseu Dão Lafões,Roubo por esticão e na via pública,26,26
1562,Nelas,Crimes previstos em legislação avulsa,26,26
1563,Santa Comba Dão,Violência doméstica contra cônjuge ou análogos,26,26
1564,Entroncamento,Crimes previstos em legislação avulsa,26,26
1565,Mação,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26,26
1566,Sardoal,Crimes contra a vida em sociedade,26,26
1567,Belmonte,Violência doméstica contra cônjuge ou análogos,26,26
1568,Celorico da Beira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26,26
1569,Manteigas,Crimes contra o património,26,26
1570,Mêda,Crimes contra as pessoas,26,26
1571,Seia,Furto de veículo e em veículo motorizado,26,26
1572,Trancoso,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26,26
1573,Cascais,Crimes contra animais de companhia,26,26
1574,Barrancos,Crimes contra a vida em sociedade,26,26
1575,Castro Verde,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26,26
1576,Benavente,Crimes contra o Estado,26,26
1577,Coruche,Furto de veículo e em veículo motorizado,26,26
1578,Golegã,Crimes contra a vida em sociedade,26,26
