city,crime,ind_string,value
2425,Silves,Crimes previstos em legislação avulsa,67,67
2426,Águeda,Condução sem habilitação legal,67,67
2427,Albergaria-a-Velha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",67,67
2428,Castelo Branco,Condução sem habilitação legal,67,67
2429,Mação,Crimes contra o património,67,67
2430,Pinhel,Crimes contra a vida em sociedade,67,67
2431,Almodôvar,Crimes contra as pessoas,67,67
2432,Vidigueira,Crimes contra as pessoas,67,67
2433,Alandroal,Crimes contra o património,67,67
2434,Vila Viçosa,Crimes contra o património,67,67
2435,Vila da Praia da Vitória,Crimes previstos em legislação avulsa,67,67
2436,Madalena,Crimes contra as pessoas,67,67
2437,Santa Cruz,Ofensa à integridade física voluntária simples,67,67
2438,Melgaço,Crimes contra as pessoas,68,68
2439,Cávado,Crimes contra animais de companhia,68,68
2440,Ave,Crimes contra animais de companhia,68,68
2441,Mondim de Basto,Crimes contra o património,68,68
2442,Miranda do Douro,Crimes contra o património,68,68
2443,Vila Real de Santo António,Ofensa à integridade física voluntária simples,68,68
2444,Guarda,Ofensa à integridade física voluntária simples,68,68
2445,Elvas,Ofensa à integridade física voluntária simples,68,68
2446,Elvas,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",68,68
2448,Povoação,Crimes contra as pessoas,68,68
2449,Ribeira Grande,Condução sem habilitação legal,68,68
2450,Vila da Praia da Vitória,Crimes contra a vida em sociedade,68,68
2451,Amares,Violência doméstica contra cônjuge ou análogos,69,69
2452,Fafe,Crimes previstos em legislação avulsa,69,69
2453,Oliveira de Azeméis,Furto de veículo e em veículo motorizado,69,69
2454,Vila Nova de Foz Côa,Crimes contra o património,69,69
2455,Mealhada,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",69,69
2456,Oliveira do Hospital,Crimes contra a integridade física,69,69
2457,Figueiró dos Vinhos,Crimes contra a vida em sociedade,69,69
2458,Abrantes,Violência doméstica contra cônjuge ou análogos,69,69
2460,Seia,Crimes previstos em legislação avulsa,69,69
2461,Cuba,Crimes contra o património,69,69
2462,Moura,Crimes contra a vida em sociedade,69,69
2463,Azambuja,Violência doméstica contra cônjuge ou análogos,69,69
2464,Almeirim,Furto de veículo e em veículo motorizado,69,69
2465,Benavente,Ofensa à integridade física voluntária simples,69,69
2466,Avis,Crimes contra as pessoas,69,69
2467,Vale de Cambra,Crimes contra a integridade física,70,70
2468,Portimão,Roubo por esticão e na via pública,70,70
2469,Sobral de Monte Agraço,Crimes contra a integridade física,70,70
2470,Estarreja,Ofensa à integridade física voluntária simples,70,70
2471,São Pedro do Sul,Crimes contra a integridade física,70,70
2472,Fundão,Ofensa à integridade física voluntária simples,70,70
2473,Castro Verde,Crimes contra o património,70,70
2474,Estremoz,Crimes contra a integridade física,70,70
2475,Mourão,Crimes contra o património,70,70
2476,Vendas Novas,Crimes contra a vida em sociedade,70,70
2477,Angra do Heroísmo,Crimes contra a vida em sociedade,70,70
2478,Ribeira Brava,Crimes contra a vida em sociedade,70,70
2479,Monção,Crimes contra as pessoas,71,71
2481,Mira,Crimes contra a integridade física,71,71
2482,Montemor-o-Velho,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",71,71
2483,Idanha-a-Nova,Crimes contra a vida em sociedade,71,71
2484,Figueira de Castelo Rodrigo,Crimes contra as pessoas,71,71
2485,Sabugal,Crimes contra as pessoas,71,71
2486,Setúbal,Crimes contra o Estado,71,71
2487,Lezíria do Tejo,Crimes contra animais de companhia,71,71
2488,Portel,Crimes contra o património,71,71
2489,Angra do Heroísmo,Crimes previstos em legislação avulsa,71,71
2490,Valpaços,Crimes contra a integridade física,72,72
2491,Resende,Crimes contra o património,72,72
2492,Peso da Régua,Crimes contra a integridade física,72,72
2493,Moimenta da Beira,Crimes contra a integridade física,72,72
2494,Alcobaça,Condução sem habilitação legal,72,72
2495,Lourinhã,Crimes contra a vida em sociedade,72,72
2496,Vagos,Crimes contra a vida em sociedade,72,72
2497,Santiago do Cacém,Violência doméstica contra cônjuge ou análogos,72,72
2498,Baixo Alentejo,Crimes contra o Estado,72,72
2500,Caminha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",73,73
2501,Espinho,Ofensa à integridade física voluntária simples,73,73
2502,Maia,Roubo por esticão e na via pública,73,73
2503,Trofa,Crimes previstos em legislação avulsa,73,73
2504,Vila Real de Santo António,Crimes previstos em legislação avulsa,73,73
2505,Albergaria-a-Velha,Violência doméstica contra cônjuge ou análogos,73,73
2506,Ílhavo,Ofensa à integridade física voluntária simples,73,73
2507,Santa Comba Dão,Crimes contra as pessoas,73,73
2508,Trancoso,Crimes contra o património,73,73
2509,Vila Franca de Xira,Crimes contra o Estado,73,73
2510,Alcochete,Crimes previstos em legislação avulsa,73,73
2511,Odemira,Ofensa à integridade física voluntária simples,73,73
2512,Serpa,Crimes contra a vida em sociedade,73,73
2513,Alpiarça,Crimes contra a vida em sociedade,73,73
2514,Benavente,Violência doméstica contra cônjuge ou análogos,73,73
2515,Benavente,Condução sem habilitação legal,73,73
2516,Rio Maior,Crimes previstos em legislação avulsa,73,73
2517,Santarém,Condução sem habilitação legal,73,73
2518,Redondo,Crimes contra as pessoas,73,73
2519,Câmara de Lobos,Ofensa à integridade física voluntária simples,73,73
2520,São João da Madeira,Violência doméstica contra cônjuge ou análogos,74,74
2521,Vila Pouca de Aguiar,Crimes contra a vida em sociedade,74,74
2522,Castelo de Paiva,Crimes contra a vida em sociedade,74,74
2523,Lousada,Crimes previstos em legislação avulsa,74,74
2524,Peniche,Crimes previstos em legislação avulsa,74,74
2525,Oliveira do Bairro,Violência doméstica contra cônjuge ou análogos,74,74
2526,Tábua,Crimes contra as pessoas,74,74
2527,Celorico da Beira,Crimes contra as pessoas,74,74
2528,Alcácer do Sal,Crimes contra a vida em sociedade,74,74
2529,Castro Verde,Crimes contra as pessoas,74,74
2530,Rio Maior,Furto de veículo e em veículo motorizado,74,74
2531,Ponta Delgada,Crimes contra o Estado,74,74
2532,Vila da Praia da Vitória,Violência doméstica contra cônjuge ou análogos,74,74
2533,Guimarães,Condução sem habilitação legal,75,75
2534,Oliveira de Azeméis,Condução sem habilitação legal,75,75
2535,Valongo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",75,75
2536,Oeste,Crimes contra animais de companhia,75,75
2537,Caldas da Rainha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",75,75
2538,Nazaré,Crimes previstos em legislação avulsa,75,75
2539,Óbidos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",75,75
2540,Cantanhede,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",75,75
2541,Penela,Crimes contra o património,75,75
2542,Idanha-a-Nova,Crimes contra as pessoas,75,75
2543,Cuba,Crimes contra as pessoas,75,75
2544,Évora,Furto de veículo e em veículo motorizado,75,75
2545,Montemor-o-Novo,Crimes contra a integridade física,75,75
2546,Espinho,Crimes contra a vida em sociedade,76,76
2548,Torre de Moncorvo,Crimes contra o património,76,76
2549,Vila Nova de Foz Côa,Crimes contra as pessoas,76,76
2550,Alcobaça,Ofensa à integridade física voluntária simples,76,76
2551,Águeda,Furto de veículo e em veículo motorizado,76,76
2552,Aveiro,Condução sem habilitação legal,76,76
2553,Soure,Crimes contra as pessoas,76,76
2554,Nelas,Crimes contra a integridade física,76,76
2555,Vouzela,Crimes contra as pessoas,76,76
2556,Tomar,Violência doméstica contra cônjuge ou análogos,76,76
2557,Almodôvar,Crimes contra o património,76,76
2558,Elvas,Crimes previstos em legislação avulsa,76,76
2559,Câmara de Lobos,Furto de veículo e em veículo motorizado,76,76
2560,Condeixa-a-Nova,Crimes contra as pessoas,77,77
2561,Marinha Grande,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",77,77
2562,Oliveira de Frades,Crimes contra as pessoas,77,77
2563,Belmonte,Crimes contra o património,77,77
2564,Celorico da Beira,Crimes contra o património,77,77
2565,Trancoso,Crimes contra as pessoas,77,77
2566,Moita,Condução sem habilitação legal,77,77
2567,Salvaterra de Magos,Violência doméstica contra cônjuge ou análogos,77,77
2568,Santarém,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",77,77
2569,Portalegre,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",77,77
2570,Ribeira Grande,Crimes contra a vida em sociedade,77,77
2571,Câmara de Lobos,Crimes previstos em legislação avulsa,77,77
2572,Santa Cruz,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",77,77
2573,Ponte de Lima,Ofensa à integridade física voluntária simples,78,78
2574,Celorico de Basto,Crimes contra a integridade física,78,78
2575,Moimenta da Beira,Crimes contra a vida em sociedade,78,78
2576,São Brás de Alportel,Crimes contra a integridade física,78,78
2577,Ferreira do Zêzere,Crimes contra o património,78,78
2578,Guarda,Violência doméstica contra cônjuge ou análogos,78,78
2579,Elvas,Violência doméstica contra cônjuge ou análogos,78,78
2580,Ponta Delgada,Condução sem habilitação legal,78,78
2581,Santo Tirso,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",79,79
2582,Baião,Crimes contra a integridade física,79,79
2583,Felgueiras,Furto de veículo e em veículo motorizado,79,79
2584,Terras de Trás-os-Montes,Furto de veículo e em veículo motorizado,79,79
2585,Aljezur,Crimes contra as pessoas,79,79
2586,Proença-a-Nova,Crimes contra o património,79,79
2587,Beiras e Serra da Estrela,Crimes contra animais de companhia,79,79
2588,Seia,Violência doméstica contra cônjuge ou análogos,79,79
2589,Porto Santo,Crimes contra as pessoas,79,79
2590,Braga,Roubo por esticão e na via pública,80,80
2591,Paredes,Condução sem habilitação legal,80,80
2592,Marco de Canaveses,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",80,80
2593,Resende,Crimes contra a vida em sociedade,80,80
2594,Torre de Moncorvo,Crimes contra as pessoas,80,80
2595,Mirandela,Crimes previstos em legislação avulsa,80,80
2596,Lagos,Furto de veículo e em veículo motorizado,80,80
2597,Montemor-o-Velho,Crimes contra a integridade física,80,80
2598,Porto de Mós,Crimes contra a vida em sociedade,80,80
2599,Ponte da Barca,Crimes contra a integridade física,81,81
2600,Amares,Crimes contra a vida em sociedade,81,81
2601,Ave,Roubo por esticão e na via pública,81,81
2602,Amarante,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",81,81
2603,Vila Flor,Crimes contra o património,81,81
2604,Murtosa,Crimes contra a integridade física,81,81
2605,Oliveira do Bairro,Crimes previstos em legislação avulsa,81,81
2606,Sever do Vouga,Crimes contra as pessoas,81,81
2607,Alcanena,Crimes contra as pessoas,81,81
2608,Almeirim,Crimes contra a vida em sociedade,81,81
2609,Golegã,Crimes contra o património,81,81
2610,Vendas Novas,Crimes contra a integridade física,81,81
2611,Velas,Crimes contra as pessoas,81,81
2612,Paredes de Coura,Crimes contra a vida em sociedade,82,82
2613,Viana do Castelo,Condução sem habilitação legal,82,82
2614,Santo Tirso,Crimes previstos em legislação avulsa,82,82
2615,Lagoa,Crimes contra a vida em sociedade,82,82
2616,Lagos,Crimes previstos em legislação avulsa,82,82
2617,Portimão,Condução sem habilitação legal,82,82
2618,Nazaré,Crimes contra a integridade física,82,82
2619,Águeda,Violência doméstica contra cônjuge ou análogos,82,82
2620,Alcácer do Sal,Crimes contra a integridade física,82,82
2621,Santiago do Cacém,Crimes previstos em legislação avulsa,82,82
2622,Sines,Crimes contra a vida em sociedade,82,82
2624,Chaves,Ofensa à integridade física voluntária simples,83,83
2626,Albufeira,Roubo por esticão e na via pública,83,83
2627,Lagos,Violência doméstica contra cônjuge ou análogos,83,83
2628,Batalha,Crimes contra a vida em sociedade,83,83
2630,Torres Novas,Furto de veículo e em veículo motorizado,83,83
2631,Ourém,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",83,83
2632,Azambuja,Furto de veículo e em veículo motorizado,83,83
2633,Ribeira Brava,Crimes contra o património,83,83
2634,Vieira do Minho,Crimes contra as pessoas,84,84
2635,Felgueiras,Crimes previstos em legislação avulsa,84,84
2636,São João da Pesqueira,Crimes contra o património,84,84
2637,Lagoa,Ofensa à integridade física voluntária simples,84,84
2638,Alcobaça,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",84,84
2639,Castro Daire,Crimes contra as pessoas,84,84
2640,Fundão,Violência doméstica contra cônjuge ou análogos,84,84
2641,Almeida,Crimes contra o património,84,84
2642,Alcochete,Crimes contra a integridade física,84,84
2643,Barreiro,Roubo por esticão e na via pública,84,84
2644,Campo Maior,Crimes contra a integridade física,84,84
2649,Porto Santo,Crimes contra o património,84,84
2650,Vieira do Minho,Crimes contra a vida em sociedade,85,85
2651,Castelo de Paiva,Crimes contra a integridade física,85,85
2652,Faro,Roubo por esticão e na via pública,85,85
2653,Tavira,Ofensa à integridade física voluntária simples,85,85
2654,Lourinhã,Violência doméstica contra cônjuge ou análogos,85,85
2657,Tomar,Ofensa à integridade física voluntária simples,85,85
2658,Almada,Crimes contra o Estado,85,85
2659,Beja,Violência doméstica contra cônjuge ou análogos,85,85
2661,Angra do Heroísmo,Ofensa à integridade física voluntária simples,85,85
2662,Esposende,Violência doméstica contra cônjuge ou análogos,86,86
2663,Vila Nova de Famalicão,Condução sem habilitação legal,86,86
2664,Póvoa de Varzim,Crimes contra a vida em sociedade,86,86
2665,Vila Real,Furto de veículo e em veículo motorizado,86,86
2666,Bombarral,Crimes contra as pessoas,86,86
2667,Caldas da Rainha,Condução sem habilitação legal,86,86
2668,Peniche,Crimes contra a vida em sociedade,86,86
2669,Alenquer,Furto de veículo e em veículo motorizado,86,86
2670,Águeda,Ofensa à integridade física voluntária simples,86,86
2671,Mealhada,Crimes contra a integridade física,86,86
2672,Figueira da Foz,Crimes previstos em legislação avulsa,86,86
2673,Mortágua,Crimes contra o património,86,86
2674,Salvaterra de Magos,Crimes previstos em legislação avulsa,86,86
2675,Paredes de Coura,Crimes contra o património,87,87
2676,Oliveira de Azeméis,Ofensa à integridade física voluntária simples,87,87
2678,Tavira,Furto de veículo e em veículo motorizado,87,87
2679,Tavira,Crimes contra a vida em sociedade,87,87
2680,Penacova,Crimes contra o património,87,87
2681,Marinha Grande,Furto de veículo e em veículo motorizado,87,87
2682,Santa Comba Dão,Crimes contra o património,87,87
2683,Sátão,Crimes contra o património,87,87
2684,Torres Novas,Crimes previstos em legislação avulsa,87,87
2685,Fundão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",87,87
2686,Odemira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",87,87
2689,Arcos de Valdevez,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",88,88
2690,Vizela,Crimes contra a vida em sociedade,88,88
2691,Trofa,Violência doméstica contra cônjuge ou análogos,88,88
2692,Vila Pouca de Aguiar,Crimes contra o património,88,88
2693,Resende,Crimes contra as pessoas,88,88
2694,Alijó,Crimes contra o património,88,88
2696,Beja,Crimes previstos em legislação avulsa,88,88
2697,Alpiarça,Crimes contra as pessoas,88,88
2698,Arraiolos,Crimes contra o património,88,88
2699,Montemor-o-Novo,Crimes contra a vida em sociedade,88,88
2703,Esposende,Crimes contra a vida em sociedade,89,89
2704,Montalegre,Crimes contra as pessoas,89,89
2705,Alvaiázere,Crimes contra o património,89,89
2706,Marinha Grande,Condução sem habilitação legal,89,89
2707,Beja,Furto de veículo e em veículo motorizado,89,89
2708,Almeirim,Crimes previstos em legislação avulsa,89,89
2710,Castelo de Paiva,Crimes contra o património,90,90
2711,Alijó,Crimes contra as pessoas,90,90
2712,Vila Real,Ofensa à integridade física voluntária simples,90,90
2713,Macedo de Cavaleiros,Crimes contra a vida em sociedade,90,90
2714,Batalha,Crimes contra a integridade física,90,90
2715,Palmela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",90,90
2716,Aljustrel,Crimes contra as pessoas,90,90
2717,Nisa,Crimes contra o património,90,90
2718,Vila Verde,Furto de veículo e em veículo motorizado,91,91
2719,Vieira do Minho,Crimes contra o património,91,91
2720,Alto Tâmega,Furto de veículo e em veículo motorizado,91,91
2721,Felgueiras,Violência doméstica contra cônjuge ou análogos,91,91
2722,Cinfães,Crimes contra a integridade física,91,91
2723,Estarreja,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",91,91
2724,Ovar,Crimes previstos em legislação avulsa,91,91
2725,Cantanhede,Furto de veículo e em veículo motorizado,91,91
2726,Lousã,Crimes contra a vida em sociedade,91,91
2727,Tondela,Crimes contra a vida em sociedade,91,91
2729,Alcochete,Crimes contra a vida em sociedade,91,91
2730,Beja,Ofensa à integridade física voluntária simples,91,91
2731,Salvaterra de Magos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",91,91
2732,Ponte de Sor,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",91,91
2733,Évora,Crimes previstos em legislação avulsa,91,91
2734,Vila Franca do Campo,Crimes contra as pessoas,91,91
2735,Vila Verde,Ofensa à integridade física voluntária simples,92,92
2736,Chaves,Violência doméstica contra cônjuge ou análogos,92,92
2737,Penafiel,Crimes previstos em legislação avulsa,92,92
2738,Peniche,Furto de veículo e em veículo motorizado,92,92
2739,Cadaval,Crimes contra as pessoas,92,92
2740,Ílhavo,Violência doméstica contra cônjuge ou análogos,92,92
2741,Oliveira do Hospital,Crimes contra as pessoas,92,92
2742,Seixal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",92,92
2743,Moura,Crimes contra a integridade física,92,92
2744,Horta,Crimes contra a integridade física,92,92
2745,Ribeira Brava,Crimes contra a integridade física,92,92
2746,Ponte de Lima,Violência doméstica contra cônjuge ou análogos,93,93
2747,Cabeceiras de Basto,Crimes contra a vida em sociedade,93,93
2748,Espinho,Furto de veículo e em veículo motorizado,93,93
2749,Vale de Cambra,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",93,93
2750,Montalegre,Crimes contra o património,93,93
2751,Bragança,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",93,93
2753,Caldas da Rainha,Ofensa à integridade física voluntária simples,93,93
2754,Peniche,Ofensa à integridade física voluntária simples,93,93
2755,Castelo Branco,Furto de veículo e em veículo motorizado,93,93
2756,Médio Tejo,Crimes contra o Estado,93,93
2757,Benavente,Crimes previstos em legislação avulsa,93,93
2758,Monção,Crimes contra a vida em sociedade,94,94
2759,Trofa,Furto de veículo e em veículo motorizado,94,94
2760,Felgueiras,Ofensa à integridade física voluntária simples,94,94
2761,Peso da Régua,Crimes contra o património,94,94
2762,Bragança,Ofensa à integridade física voluntária simples,94,94
2763,Alenquer,Condução sem habilitação legal,94,94
2764,Marinha Grande,Ofensa à integridade física voluntária simples,94,94
2765,Vila Nova da Barquinha,Crimes contra o património,94,94
2766,Covilhã,Crimes previstos em legislação avulsa,94,94
2767,Borba,Crimes contra o património,94,94
2768,Vila Nova de Cerveira,Crimes contra as pessoas,95,95
2769,Fafe,Ofensa à integridade física voluntária simples,95,95
2770,Celorico de Basto,Crimes contra o património,95,95
2771,Caldas da Rainha,Violência doméstica contra cônjuge ou análogos,95,95
2772,Alenquer,Ofensa à integridade física voluntária simples,95,95
2773,Alenquer,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",95,95
2774,Águeda,Crimes previstos em legislação avulsa,95,95
2775,Vagos,Crimes contra a integridade física,95,95
2776,Arganil,Crimes contra as pessoas,95,95
2777,Alentejo Litoral,Crimes contra o Estado,95,95
2778,Grândola,Crimes contra a integridade física,95,95
2779,Coruche,Crimes contra a integridade física,95,95
2780,Portalegre,Crimes contra a vida em sociedade,95,95
2781,Fafe,Violência doméstica contra cônjuge ou análogos,96,96
2783,Rio Maior,Crimes contra a vida em sociedade,96,96
2784,Arganil,Crimes contra o património,97,97
2785,Castelo Branco,Ofensa à integridade física voluntária simples,97,97
2787,Setúbal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",97,97
2790,Vila Nova de Cerveira,Crimes contra a vida em sociedade,98,98
2791,Óbidos,Crimes contra a vida em sociedade,98,98
2792,Arruda dos Vinhos,Crimes contra as pessoas,98,98
2793,Ansião,Crimes contra o património,98,98
2794,Viseu,Condução sem habilitação legal,98,98
2795,Beira Baixa,Condução sem habilitação legal,98,98
2796,Penamacor,Crimes contra o património,98,98
2797,Ourém,Violência doméstica contra cônjuge ou análogos,98,98
2798,Grândola,Crimes previstos em legislação avulsa,98,98
2799,Ferreira do Alentejo,Crimes contra a integridade física,98,98
2800,Alto Alentejo,Crimes contra o Estado,98,98
2802,Arouca,Crimes contra a integridade física,99,99
2803,Amarante,Crimes previstos em legislação avulsa,99,99
2804,Alentejo Central,Crimes contra o Estado,99,99
2805,Cávado,Roubo por esticão e na via pública,100,100
2806,Alto Tâmega,Crimes previstos em legislação avulsa,100,100
2807,Amarante,Violência doméstica contra cônjuge ou análogos,100,100
2808,Marco de Canaveses,Ofensa à integridade física voluntária simples,100,100
2809,Loulé,Crimes contra o Estado,100,100
2810,Figueira da Foz,Ofensa à integridade física voluntária simples,100,100
2811,Guarda,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",100,100
2812,Benavente,Furto de veículo e em veículo motorizado,100,100
2813,Santo Tirso,Ofensa à integridade física voluntária simples,101,101
2814,Amarante,Ofensa à integridade física voluntária simples,101,101
2816,Ovar,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",101,101
2817,Pombal,Violência doméstica contra cônjuge ou análogos,101,101
2818,São Pedro do Sul,Crimes contra as pessoas,101,101
2820,Beja,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",101,101
2821,Coimbra,Roubo por esticão e na via pública,102,102
2822,Lousã,Crimes contra as pessoas,102,102
2823,Porto de Mós,Crimes contra a integridade física,102,102
2824,Tondela,Crimes contra a integridade física,102,102
2825,Alpiarça,Crimes contra o património,102,102
2826,Lagoa,Ofensa à integridade física voluntária simples,102,102
2827,Braga,Condução sem habilitação legal,103,103
2828,Santa Maria da Feira,Crimes contra o Estado,103,103
2829,Lousada,Furto de veículo e em veículo motorizado,103,103
2830,Mirandela,Crimes contra a vida em sociedade,103,103
2831,Silves,Crimes contra a vida em sociedade,103,103
2832,Alenquer,Violência doméstica contra cônjuge ou análogos,103,103
2833,Oliveira do Hospital,Crimes contra a vida em sociedade,103,103
2834,Mangualde,Crimes contra a integridade física,103,103
2835,Covilhã,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",103,103
2837,Seixal,Roubo por esticão e na via pública,103,103
2838,Cartaxo,Crimes contra a vida em sociedade,103,103
2839,Marco de Canaveses,Violência doméstica contra cônjuge ou análogos,104,104
2840,Mirandela,Crimes contra a integridade física,104,104
2841,Alcobaça,Violência doméstica contra cônjuge ou análogos,104,104
2842,Castro Daire,Crimes contra o património,104,104
2843,Castelo Branco,Crimes previstos em legislação avulsa,104,104
2844,Sertã,Crimes contra a integridade física,104,104
2845,Mafra,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",104,104
2846,Santiago do Cacém,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",104,104
2847,Vila Franca do Campo,Crimes contra o património,104,104
2848,Santa Cruz,Crimes contra a vida em sociedade,104,104
2849,Oliveira de Azeméis,Crimes previstos em legislação avulsa,105,105
2851,Entroncamento,Crimes contra a integridade física,105,105
2853,Esposende,Furto de veículo e em veículo motorizado,106,106
2854,Vizela,Crimes contra a integridade física,106,106
2855,Vila do Bispo,Crimes contra as pessoas,106,106
2856,Mealhada,Crimes contra a vida em sociedade,106,106
2857,Carregal do Sal,Crimes contra as pessoas,106,106
2858,Gouveia,Crimes contra as pessoas,106,106
2859,Moita,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",106,106
2860,Montijo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",106,106
2861,Reguengos de Monsaraz,Crimes contra as pessoas,106,106
2862,Lousada,Violência doméstica contra cônjuge ou análogos,107,107
2863,Soure,Crimes contra o património,107,107
2864,Pombal,Furto de veículo e em veículo motorizado,107,107
2865,Carregal do Sal,Crimes contra o património,107,107
2866,Almeirim,Crimes contra a integridade física,107,107
2867,Moimenta da Beira,Crimes contra o património,108,108
2868,Ílhavo,Furto de veículo e em veículo motorizado,108,108
2870,Cascais,Crimes contra o Estado,108,108
2871,Lisboa,Crimes contra animais de companhia,108,108
2873,Amares,Crimes contra a integridade física,109,109
2874,Paços de Ferreira,Ofensa à integridade física voluntária simples,109,109
2875,Lamego,Crimes contra a integridade física,109,109
2876,Lagoa,Furto de veículo e em veículo motorizado,109,109
2877,Estarreja,Violência doméstica contra cônjuge ou análogos,109,109
2878,Mangualde,Crimes contra a vida em sociedade,109,109
2879,Mafra,Condução sem habilitação legal,109,109
2880,Rio Maior,Crimes contra a integridade física,109,109
2882,Figueira da Foz,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",110,110
2884,Oliveira de Frades,Crimes contra o património,110,110
2885,Melgaço,Crimes contra o património,111,111
2886,Moimenta da Beira,Crimes contra as pessoas,111,111
2887,Tábua,Crimes contra o património,111,111
2888,Sesimbra,Ofensa à integridade física voluntária simples,111,111
2889,Estremoz,Crimes contra as pessoas,111,111
2890,Barcelos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",112,112
2891,Alto Tâmega,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",112,112
2892,Baião,Crimes contra as pessoas,112,112
2893,Baião,Crimes contra o património,112,112
2894,Algarve,Crimes contra animais de companhia,112,112
2895,Algarve,Crimes contra animais de companhia,112,112
2896,Alcobaça,Crimes previstos em legislação avulsa,112,112
2898,Madalena,Crimes contra o património,112,112
2899,Celorico de Basto,Crimes contra as pessoas,113,113
2901,Faro,Condução sem habilitação legal,113,113
2902,Nelas,Crimes contra as pessoas,113,113
2904,Oeiras,Crimes contra o Estado,113,113
2905,Arcos de Valdevez,Crimes contra a integridade física,114,114
2906,Penafiel,Ofensa à integridade física voluntária simples,114,114
2908,Caldas da Rainha,Furto de veículo e em veículo motorizado,114,114
2909,Coimbra,Crimes contra o Estado,114,114
2910,Oliveira do Hospital,Crimes contra o património,114,114
2911,Palmela,Condução sem habilitação legal,114,114
2912,Arouca,Crimes contra a vida em sociedade,115,115
2913,Cinfães,Crimes contra a vida em sociedade,115,115
2914,Macedo de Cavaleiros,Crimes contra as pessoas,115,115
2915,Olhão,Crimes previstos em legislação avulsa,115,115
2916,Torres Novas,Crimes contra a integridade física,115,115
2917,Cartaxo,Crimes contra a integridade física,115,115
2918,Vila Real,Violência doméstica contra cônjuge ou análogos,116,116
2920,Montemor-o-Velho,Crimes contra as pessoas,116,116
2921,Serpa,Crimes contra as pessoas,116,116
2922,Évora,Ofensa à integridade física voluntária simples,116,116
2924,Cabeceiras de Basto,Crimes contra as pessoas,117,117
2925,Gondomar,Condução sem habilitação legal,117,117
2926,Póvoa de Varzim,Ofensa à integridade física voluntária simples,117,117
2927,Vila Real de Santo António,Crimes contra a integridade física,117,117
2928,Sobral de Monte Agraço,Crimes contra as pessoas,117,117
2929,Anadia,Crimes contra a integridade física,117,117
2931,Azambuja,Crimes contra a integridade física,117,117
2932,Vila Nova de Gaia,Crimes contra o Estado,118,118
2933,Paços de Ferreira,Violência doméstica contra cônjuge ou análogos,118,118
2934,Douro,Condução sem habilitação legal,118,118
2935,Vila Real,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",118,118
2937,Gouveia,Crimes contra o património,118,118
2938,Seia,Crimes contra a vida em sociedade,118,118
2939,Grândola,Crimes contra a vida em sociedade,118,118
2940,Aljustrel,Crimes contra o património,118,118
2941,Angra do Heroísmo,Violência doméstica contra cônjuge ou análogos,118,118
2942,Ponte da Barca,Crimes contra as pessoas,119,119
2943,Valença,Crimes contra a integridade física,119,119
